Flop,Turn,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR,BET 7%,BET 7 EV,CHECK%,CHECK EV
Ah 8d 2c,6s,Ad3s,0.828,68.12,6.14418,75.1659,0.29,5.57,99.71,6.15
Ah 8d 2c,6s,Ad4s,0.821,68.17,6.14477,75.12,0.29,5.56,99.71,6.15
Ah 8d 2c,6s,Ad5s,0.814,68.40,6.19005,75.4167,0.28,5.58,99.72,6.19
Ah 8d 2c,6s,Ad7s,0.730,69.11,6.37617,76.8789,0.24,5.67,99.76,6.38
Ah 8d 2c,6s,Ad8s,0.346,92.15,15.514,140.292,0.91,15.32,99.09,15.52
Ah 8d 2c,6s,Ad9s,0.590,70.15,6.67932,79.3494,0.26,6.02,99.74,6.68
Ah 8d 2c,6s,AdTs,0.727,72.12,7.17309,82.8782,0.29,6.57,99.71,7.17
Ah 8d 2c,6s,AdJs,0.708,75.20,8.17178,90.5608,0.29,7.52,99.71,8.17
Ah 8d 2c,6s,6h6c,0.715,95.11,18.4401,161.567,5.70,18.40,94.30,18.44
Ah 8d 2c,6s,6h6d,0.756,95.11,18.529,162.352,3.51,18.46,96.49,18.53
Ah 8d 2c,6s,6h5h,0.182,43.55,3.53616,67.6591,7.25,3.50,92.75,3.54
Ah 8d 2c,6s,7h7c,0.535,42.22,3.17167,62.5956,0.32,2.66,99.68,3.17
Ah 8d 2c,6s,7h7d,0.625,42.04,3.17494,62.9306,0.34,2.69,99.66,3.18
Ah 8d 2c,6s,7h6h,0.305,44.06,3.53458,66.8548,1.10,3.35,98.90,3.54
Ah 8d 2c,6s,8h8c,0.020,96.92,21.48,184.692,7.11,21.46,92.89,21.48
Ah 8d 2c,6s,8h7h,0.467,49.26,3.82749,64.7509,0.57,3.50,99.43,3.83
Ah 8d 2c,6s,9h9c,0.608,52.85,4.31748,68.0835,0.18,3.41,99.82,4.32
Ah 8d 2c,6s,9h9d,0.704,52.74,4.38559,69.2893,0.17,3.42,99.83,4.39
Ah 8d 2c,6s,9h8h,0.887,50.27,3.85046,63.8295,0.26,3.16,99.74,3.85
Ah 8d 2c,6s,ThTc,0.837,55.56,4.58698,68.7986,0.17,3.58,99.83,4.59
Ah 8d 2c,6s,ThTd,0.862,55.61,4.65553,69.7647,0.16,3.62,99.84,4.66
Ah 8d 2c,6s,Th8h,0.703,52.16,4.09009,65.3426,0.24,3.36,99.76,4.09
Ah 8d 2c,6s,Th9h,0.338,19.06,3.08545,134.881,3.26,3.01,96.74,3.09
Ah 8d 2c,6s,JhTc,0.078,20.48,2.31805,94.3393,0.21,1.42,99.79,2.32
Ah 8d 2c,6s,JhTd,0.120,20.46,2.38005,96.9204,0.21,1.47,99.79,2.38
Ah 8d 2c,6s,Jh8h,0.746,53.03,4.28276,67.2954,0.19,3.36,99.81,4.28
Ah 8d 2c,6s,Jh9h,0.432,15.79,2.22967,117.691,0.21,1.31,99.79,2.23
Ah 8d 2c,6s,JhTh,0.409,20.54,2.33292,94.6269,0.21,1.45,99.79,2.33
Ah 8d 2c,6s,JhTs,0.339,20.64,2.40671,97.1694,0.22,1.56,99.78,2.41
Ah 8d 2c,6s,QhTc,0.003,27.39,2.45749,74.7668,0.25,1.73,99.75,2.46
Ah 8d 2c,6s,QhJc,0.003,29.83,2.44484,68.3036,0.25,1.73,99.75,2.45
Ah 8d 2c,6s,QhTd,0.003,27.37,2.5226,76.8013,0.25,1.78,99.75,2.52
Ah 8d 2c,6s,QhJd,0.004,29.82,2.47764,69.2405,0.25,1.75,99.75,2.48
Ah 8d 2c,6s,Qh8h,0.834,54.88,4.5314,68.8099,0.21,3.70,99.79,4.53
Ah 8d 2c,6s,Qh9h,0.078,24.47,2.39811,81.6747,0.24,1.66,99.76,2.40
Ah 8d 2c,6s,QhTh,0.384,27.44,2.48272,75.3863,0.25,1.76,99.75,2.48
Ah 8d 2c,6s,QhJh,0.513,29.74,2.43022,68.1027,0.24,1.69,99.76,2.43
Ah 8d 2c,6s,QhTs,0.003,27.73,2.56833,77.1933,0.25,1.86,99.75,2.57
Ah 8d 2c,6s,QhJs,0.008,30.21,2.55473,70.4662,0.25,1.85,99.75,2.56
Ah 8d 2c,6s,KhTc,0.002,35.99,2.66107,61.6233,0.19,1.71,99.81,2.66
Ah 8d 2c,6s,KhJc,0.003,35.98,2.68043,62.0844,0.18,1.70,99.82,2.68
Ah 8d 2c,6s,KhQc,0.004,36.51,2.70309,61.7051,0.21,1.93,99.79,2.70
Ah 8d 2c,6s,KhTd,0.002,35.96,2.7219,63.0825,0.19,1.76,99.81,2.72
Ah 8d 2c,6s,KhJd,0.003,35.96,2.77222,64.2502,0.17,1.71,99.83,2.77
Ah 8d 2c,6s,KhQd,0.004,36.52,2.78409,63.5334,0.20,1.93,99.80,2.79
Ah 8d 2c,6s,Kh2h,0.372,40.08,3.27653,68.1247,3.14,3.21,96.86,3.28
Ah 8d 2c,6s,Kh3h,0.392,33.14,2.55648,64.2764,0.28,1.92,99.72,2.56
Ah 8d 2c,6s,Kh4h,0.326,33.26,2.57005,64.3937,0.28,1.92,99.72,2.57
Ah 8d 2c,6s,Kh5h,0.361,33.48,2.60047,64.7243,0.30,1.99,99.70,2.60
Ah 8d 2c,6s,Kh6h,0.009,44.87,3.59816,66.8183,0.69,3.35,99.31,3.60
Ah 8d 2c,6s,Kh7h,0.006,34.64,2.69696,64.8755,0.25,1.97,99.75,2.70
Ah 8d 2c,6s,Kh8h,0.632,55.92,4.72765,70.4475,0.24,3.99,99.76,4.73
Ah 8d 2c,6s,Kh9h,0.529,35.19,2.60582,61.7029,0.18,1.64,99.82,2.61
Ah 8d 2c,6s,KhTh,0.790,35.96,2.65668,61.5617,0.19,1.71,99.81,2.66
Ah 8d 2c,6s,KhJh,0.960,35.77,2.66654,62.1152,0.17,1.65,99.83,2.67
Ah 8d 2c,6s,KhQh,0.976,36.48,2.70263,61.7378,0.21,1.92,99.79,2.70
Ah 8d 2c,6s,KhTs,0.002,36.36,2.7614,63.2846,0.19,1.84,99.81,2.76
Ah 8d 2c,6s,KhJs,0.003,36.45,2.78646,63.7045,0.18,1.84,99.82,2.79
Ah 8d 2c,6s,KhQs,0.004,36.90,2.8048,63.3436,0.21,2.01,99.79,2.81
Ah 8d 2c,6s,7s7c,0.804,43.00,3.21585,62.3238,0.36,2.79,99.64,3.22
Ah 8d 2c,6s,7s7d,0.820,42.82,3.22115,62.6905,0.38,2.81,99.62,3.22
Ah 8d 2c,6s,7s7h,0.800,42.99,3.21728,62.3663,0.35,2.78,99.65,3.22
Ah 8d 2c,6s,8s8c,0.017,96.97,21.5916,185.553,8.94,21.56,91.06,21.60
Ah 8d 2c,6s,8s8h,0.018,96.97,21.5689,185.349,8.90,21.53,91.10,21.57
Ah 8d 2c,6s,8s7s,0.501,49.49,3.86025,65.0059,0.73,3.65,99.27,3.86
Ah 8d 2c,6s,9s9c,0.711,54.41,4.56304,69.8928,0.19,3.69,99.81,4.56
Ah 8d 2c,6s,9s9d,0.749,54.31,4.63018,71.039,0.18,3.70,99.82,4.63
Ah 8d 2c,6s,9s9h,0.713,54.10,4.50796,69.4377,0.19,3.63,99.81,4.51
Ah 8d 2c,6s,9s8s,0.954,51.29,4.06314,66.0097,0.30,3.50,99.70,4.06
Ah 8d 2c,6s,TsTc,0.766,56.00,4.68739,69.7507,0.17,3.68,99.83,4.69
Ah 8d 2c,6s,TsTd,0.812,56.05,4.75479,70.6928,0.16,3.72,99.84,4.76
Ah 8d 2c,6s,TsTh,0.815,56.00,4.68667,69.7398,0.17,3.68,99.83,4.69
Ah 8d 2c,6s,Ts8s,0.845,52.13,4.15115,66.3596,0.22,3.37,99.78,4.15
Ah 8d 2c,6s,Ts9s,0.541,19.39,3.42711,147.273,2.30,3.33,97.70,3.43
Ah 8d 2c,6s,JsTc,0.168,20.78,2.4479,98.1653,0.23,1.61,99.77,2.45
Ah 8d 2c,6s,JsTd,0.192,20.77,2.50726,100.605,0.23,1.67,99.77,2.51
Ah 8d 2c,6s,JsTh,0.256,20.77,2.45056,98.3117,0.23,1.62,99.77,2.45
Ah 8d 2c,6s,Js8s,0.843,53.52,4.38838,68.3238,0.18,3.44,99.82,4.39
Ah 8d 2c,6s,Js9s,0.090,16.67,2.68443,134.228,0.22,1.84,99.78,2.69
Ah 8d 2c,6s,JsTs,0.340,20.92,2.52336,100.517,0.24,1.74,99.76,2.53
Ah 8d 2c,6s,QsTc,0.003,27.69,2.56532,77.207,0.25,1.85,99.75,2.57
Ah 8d 2c,6s,QsJc,0.016,30.26,2.53912,69.9239,0.25,1.83,99.75,2.54
Ah 8d 2c,6s,QsTd,0.003,27.67,2.63083,79.225,0.25,1.89,99.75,2.63
Ah 8d 2c,6s,QsJd,0.019,30.26,2.57069,70.8059,0.25,1.85,99.75,2.57
Ah 8d 2c,6s,QsTh,0.003,27.68,2.56915,77.3602,0.25,1.84,99.75,2.57
Ah 8d 2c,6s,QsJh,0.100,30.10,2.5069,69.3964,0.24,1.76,99.76,2.51
Ah 8d 2c,6s,Qs8s,0.923,55.33,4.64906,70.0147,0.20,3.76,99.80,4.65
Ah 8d 2c,6s,Qs9s,0.000,25.50,2.80648,91.7119,0.24,2.03,99.76,2.81
Ah 8d 2c,6s,QsTs,0.144,28.00,2.66397,79.2881,0.25,1.96,99.75,2.67
Ah 8d 2c,6s,QsJs,0.533,30.61,2.63165,71.6451,0.26,1.93,99.74,2.63
Ah 8d 2c,6s,KsTc,0.003,37.22,2.85167,63.8482,0.20,1.98,99.80,2.85
Ah 8d 2c,6s,KsJc,0.004,37.23,2.8306,63.3602,0.20,1.99,99.80,2.83
Ah 8d 2c,6s,KsQc,0.011,37.73,2.86141,63.2026,0.25,2.21,99.75,2.86
Ah 8d 2c,6s,KsTd,0.003,37.19,2.91077,65.2233,0.21,2.03,99.79,2.91
Ah 8d 2c,6s,KsJd,0.129,37.21,2.90593,65.0851,0.19,1.99,99.81,2.91
Ah 8d 2c,6s,KsQd,0.028,37.74,2.93237,64.7508,0.23,2.20,99.77,2.93
Ah 8d 2c,6s,KsTh,0.003,37.20,2.85401,63.9401,0.21,1.99,99.79,2.86
Ah 8d 2c,6s,KsJh,0.048,37.04,2.8093,63.2081,0.19,1.93,99.81,2.81
Ah 8d 2c,6s,KsQh,0.007,37.70,2.8644,63.31,0.24,2.20,99.76,2.87
Ah 8d 2c,6s,Ks2s,0.640,41.15,3.45993,70.0758,2.86,3.37,97.14,3.46
Ah 8d 2c,6s,Ks3s,0.000,32.98,2.77445,70.1126,0.31,2.18,99.69,2.78
Ah 8d 2c,6s,Ks4s,0.001,33.08,2.78547,70.1605,0.31,2.18,99.69,2.79
Ah 8d 2c,6s,Ks5s,0.000,33.35,2.85672,71.3795,0.33,2.29,99.67,2.86
Ah 8d 2c,6s,Ks7s,0.000,35.38,2.91775,68.7162,0.29,2.31,99.71,2.92
Ah 8d 2c,6s,Ks8s,0.801,57.36,4.88996,71.0396,0.27,4.24,99.73,4.89
Ah 8d 2c,6s,Ks9s,0.004,37.40,3.10341,69.1426,0.20,2.18,99.80,3.11
Ah 8d 2c,6s,KsTs,0.166,37.57,2.94046,65.22,0.21,2.11,99.79,2.94
Ah 8d 2c,6s,KsJs,0.577,37.67,2.91904,64.5701,0.21,2.11,99.79,2.92
Ah 8d 2c,6s,KsQs,0.459,38.10,2.94943,64.5121,0.25,2.27,99.75,2.95
Ah 8d 2c,6s,As3c,0.899,68.00,6.10915,74.8628,0.29,5.54,99.71,6.11
Ah 8d 2c,6s,As4c,0.893,68.04,6.10641,74.7864,0.29,5.54,99.71,6.11
Ah 8d 2c,6s,As5c,0.856,68.06,6.10153,74.7101,0.28,5.51,99.72,6.10
Ah 8d 2c,6s,As6c,0.883,86.90,12.9557,124.246,0.34,12.51,99.66,12.96
Ah 8d 2c,6s,As7c,0.781,68.59,6.22782,75.6608,0.25,5.57,99.75,6.23
Ah 8d 2c,6s,As8c,0.418,92.01,15.473,140.134,0.75,15.26,99.25,15.47
Ah 8d 2c,6s,As9c,0.587,69.30,6.53744,78.612,0.25,5.86,99.75,6.54
Ah 8d 2c,6s,AsTc,0.674,71.78,7.11486,82.5948,0.28,6.49,99.72,7.12
Ah 8d 2c,6s,AsJc,0.698,74.85,8.11901,90.3921,0.29,7.45,99.71,8.12
Ah 8d 2c,6s,As2d,0.601,86.06,12.6207,122.201,0.43,12.23,99.57,12.62
Ah 8d 2c,6s,As3d,0.902,68.01,6.1092,74.862,0.29,5.54,99.71,6.11
Ah 8d 2c,6s,As4d,0.899,68.05,6.10659,74.7847,0.29,5.54,99.71,6.11
Ah 8d 2c,6s,As5d,0.862,68.06,6.10208,74.7189,0.29,5.52,99.71,6.10
Ah 8d 2c,6s,As6d,0.885,86.93,13.0262,124.87,0.32,12.54,99.68,13.03
Ah 8d 2c,6s,As7d,0.813,68.70,6.24842,75.7976,0.25,5.59,99.75,6.25
Ah 8d 2c,6s,As9d,0.590,69.21,6.47205,77.9295,0.27,5.87,99.73,6.47
Ah 8d 2c,6s,AsTd,0.698,71.83,7.08853,82.2415,0.28,6.49,99.72,7.09
Ah 8d 2c,6s,AsJd,0.728,74.88,8.0913,90.0448,0.30,7.45,99.70,8.09
Ah 8d 2c,6s,As2h,0.593,86.07,12.6234,122.215,0.42,12.21,99.58,12.63
Ah 8d 2c,6s,As3h,0.904,68.00,6.1072,74.8436,0.29,5.54,99.71,6.11
Ah 8d 2c,6s,As4h,0.896,68.04,6.10346,74.7563,0.29,5.54,99.71,6.11
Ah 8d 2c,6s,As5h,0.844,68.04,6.09597,74.6589,0.29,5.51,99.71,6.10
Ah 8d 2c,6s,As6h,0.866,86.90,12.9418,124.112,0.35,12.52,99.65,12.94
Ah 8d 2c,6s,As7h,0.709,68.56,6.21736,75.5695,0.25,5.56,99.75,6.22
Ah 8d 2c,6s,As8h,0.344,92.05,15.4798,140.143,0.74,15.26,99.26,15.48
Ah 8d 2c,6s,As9h,0.523,69.06,6.50153,78.4518,0.25,5.82,99.75,6.50
Ah 8d 2c,6s,AsTh,0.676,71.79,7.11367,82.5748,0.28,6.49,99.72,7.12
Ah 8d 2c,6s,AsJh,0.680,74.70,8.05381,89.8495,0.30,7.41,99.70,8.06
Ah 8d 2c,6s,As2s,0.651,86.07,12.636,122.344,0.41,12.20,99.59,12.64
Ah 8d 2c,6s,As3s,0.775,68.14,6.14779,75.1878,0.29,5.57,99.71,6.15
Ah 8d 2c,6s,As4s,0.759,68.19,6.14901,75.1494,0.29,5.57,99.71,6.15
Ah 8d 2c,6s,As5s,0.766,68.42,6.19448,75.4501,0.27,5.58,99.73,6.20
Ah 8d 2c,6s,As7s,0.638,69.13,6.37843,76.8947,0.24,5.67,99.76,6.38
Ah 8d 2c,6s,As8s,0.334,92.17,15.5236,140.36,0.89,15.33,99.11,15.53
Ah 8d 2c,6s,As9s,0.555,70.14,6.68018,79.3689,0.26,6.02,99.74,6.68
Ah 8d 2c,6s,AsTs,0.707,72.12,7.17117,82.865,0.29,6.56,99.71,7.17
Ah 8d 2c,7s,6c5c,0.198,21.87,4.11739,156.889,32.30,4.11,67.70,4.12
Ah 8d 2c,7s,7c6c,0.329,39.84,2.91114,60.8958,17.95,2.91,82.05,2.91
Ah 8d 2c,7s,8c7c,0.485,80.21,12.0668,125.368,0.65,11.85,99.35,12.07
Ah 8d 2c,7s,9c8c,0.914,48.72,3.52373,60.2762,0.92,3.40,99.08,3.52
Ah 8d 2c,7s,Tc8c,0.745,50.32,3.69583,61.207,1.11,3.61,98.89,3.70
Ah 8d 2c,7s,Tc9c,0.404,25.15,4.12649,136.743,8.96,4.10,91.04,4.13
Ah 8d 2c,7s,Jc8c,0.768,51.40,3.91816,63.5265,0.35,3.49,99.65,3.92
Ah 8d 2c,7s,Jc9c,0.481,20.94,2.65415,105.65,1.69,2.54,98.31,2.66
Ah 8d 2c,7s,JcTc,0.492,25.94,2.7237,87.5121,3.75,2.68,96.25,2.73
Ah 8d 2c,7s,JcTd,0.028,25.83,2.75055,88.7377,4.35,2.74,95.65,2.75
Ah 8d 2c,7s,JcTh,0.049,25.83,2.7261,87.9411,4.25,2.72,95.75,2.73
Ah 8d 2c,7s,JcTs,0.197,25.78,2.79815,90.4559,2.65,2.77,97.35,2.80
Ah 8d 2c,7s,Qc8c,0.872,52.62,4.07341,64.5156,0.35,3.66,99.65,4.07
Ah 8d 2c,7s,Qc9c,0.016,20.55,1.87388,76.0069,0.27,1.27,99.73,1.88
Ah 8d 2c,7s,QcTc,0.387,23.55,1.90735,67.4947,0.33,1.40,99.67,1.91
Ah 8d 2c,7s,QcJc,0.482,26.05,1.87002,59.8189,0.26,1.24,99.74,1.87
Ah 8d 2c,7s,QcTd,0.003,23.41,1.91187,68.0454,0.35,1.49,99.65,1.91
Ah 8d 2c,7s,QcJd,0.005,25.94,1.90704,61.2611,0.26,1.26,99.74,1.91
Ah 8d 2c,7s,QcTh,0.003,23.41,1.88492,67.0953,0.32,1.37,99.68,1.89
Ah 8d 2c,7s,QcJh,0.003,25.82,1.87328,60.4581,0.24,1.17,99.76,1.87
Ah 8d 2c,7s,QcTs,0.003,23.54,1.99972,70.8038,0.31,1.47,99.69,2.00
Ah 8d 2c,7s,QcJs,0.013,26.02,1.91171,61.2345,0.28,1.35,99.72,1.91
Ah 8d 2c,7s,Kc3c,0.257,28.39,1.89498,55.6235,0.38,1.41,99.62,1.90
Ah 8d 2c,7s,Kc4c,0.240,28.50,1.90448,55.6815,0.37,1.42,99.63,1.91
Ah 8d 2c,7s,Kc5c,0.350,28.69,1.94155,56.3902,0.41,1.48,99.59,1.94
Ah 8d 2c,7s,Kc6c,0.002,28.96,1.9994,57.5358,0.36,1.51,99.64,2.00
Ah 8d 2c,7s,Kc7c,0.002,42.67,3.32182,64.872,93.98,3.33,6.02,3.19
Ah 8d 2c,7s,Kc8c,0.747,53.93,4.34454,67.1371,0.45,4.03,99.55,4.35
Ah 8d 2c,7s,Kc9c,0.350,30.67,2.08315,56.6092,0.23,1.35,99.77,2.08
Ah 8d 2c,7s,KcTc,0.783,31.49,2.07665,54.9481,0.26,1.40,99.74,2.08
Ah 8d 2c,7s,KcJc,0.962,31.52,2.05468,54.3175,0.20,1.23,99.80,2.06
Ah 8d 2c,7s,KcQc,0.976,31.51,2.00186,52.9371,0.30,1.51,99.70,2.00
Ah 8d 2c,7s,KcTd,0.002,31.45,2.11645,56.0824,0.27,1.54,99.73,2.12
Ah 8d 2c,7s,KcJd,0.003,31.49,2.16762,57.3594,0.19,1.27,99.81,2.17
Ah 8d 2c,7s,KcQd,0.005,31.52,2.09238,55.3181,0.32,1.64,99.68,2.09
Ah 8d 2c,7s,KcTh,0.002,31.45,2.0852,55.2586,0.26,1.42,99.74,2.09
Ah 8d 2c,7s,KcJh,0.003,31.34,2.08902,55.54,0.19,1.20,99.81,2.09
Ah 8d 2c,7s,KcQh,0.004,31.49,2.00756,53.1306,0.33,1.57,99.67,2.01
Ah 8d 2c,7s,KcTs,0.002,31.62,2.19849,57.9475,0.25,1.52,99.75,2.20
Ah 8d 2c,7s,KcJs,0.008,31.67,2.1633,56.9161,0.21,1.36,99.79,2.17
Ah 8d 2c,7s,KcQs,0.017,31.84,2.11097,55.2493,0.35,1.68,99.65,2.11
Ah 8d 2c,7s,Ac3c,0.766,65.65,5.64609,71.6638,1.22,5.58,98.78,5.65
Ah 8d 2c,7s,Ac4c,0.752,65.69,5.64115,71.5607,1.07,5.58,98.93,5.64
Ah 8d 2c,7s,Ac5c,0.680,65.68,5.66052,71.8165,0.94,5.55,99.06,5.66
Ah 8d 2c,7s,Ac6c,0.769,66.07,5.64172,71.1538,0.76,5.50,99.24,5.64
Ah 8d 2c,7s,Ac7c,0.545,84.85,12.8552,126.254,0.67,12.68,99.33,12.86
Ah 8d 2c,7s,Ac8c,0.262,89.93,15.4284,142.963,8.15,15.41,91.85,15.43
Ah 8d 2c,7s,Ac9c,0.490,66.81,5.92085,73.8485,0.69,5.74,99.31,5.92
Ah 8d 2c,7s,AcTc,0.687,69.48,6.637,79.608,0.76,6.45,99.24,6.64
Ah 8d 2c,7s,Ac2d,0.600,83.80,12.4317,123.621,0.69,12.22,99.31,12.43
Ah 8d 2c,7s,Ac3d,0.911,65.66,5.64537,71.6532,1.23,5.58,98.77,5.65
Ah 8d 2c,7s,Ac4d,0.906,65.70,5.64098,71.5546,1.07,5.58,98.93,5.64
Ah 8d 2c,7s,Ac5d,0.869,65.68,5.65702,71.7729,0.94,5.54,99.06,5.66
Ah 8d 2c,7s,Ac6d,0.898,66.17,5.66512,71.3449,0.74,5.51,99.26,5.67
Ah 8d 2c,7s,Ac7d,0.851,84.87,12.9193,126.85,0.62,12.74,99.38,12.92
Ah 8d 2c,7s,Ac9d,0.612,66.73,5.89987,73.6733,0.81,5.77,99.19,5.90
Ah 8d 2c,7s,AcTd,0.692,69.50,6.62356,79.4244,0.93,6.52,99.07,6.62
Ah 8d 2c,7s,AcJd,0.725,72.61,7.53416,86.4625,0.87,7.40,99.13,7.54
Ah 8d 2c,7s,Ac2h,0.596,83.81,12.4354,123.644,0.68,12.22,99.32,12.44
Ah 8d 2c,7s,Ac3h,0.913,65.65,5.64046,71.5974,1.23,5.58,98.77,5.64
Ah 8d 2c,7s,Ac4h,0.904,65.69,5.63722,71.5175,1.08,5.58,98.92,5.64
Ah 8d 2c,7s,Ac5h,0.845,65.67,5.66011,71.8264,0.93,5.55,99.07,5.66
Ah 8d 2c,7s,Ac6h,0.883,66.06,5.63906,71.1391,0.75,5.50,99.25,5.64
Ah 8d 2c,7s,Ac7h,0.792,84.83,12.7908,125.645,0.70,12.64,99.30,12.79
Ah 8d 2c,7s,Ac8h,0.415,89.92,15.3992,142.706,8.27,15.38,91.73,15.40
Ah 8d 2c,7s,Ac9h,0.541,66.59,5.90281,73.8646,0.68,5.71,99.32,5.90
Ah 8d 2c,7s,AcTh,0.673,69.46,6.63365,79.5861,0.77,6.45,99.23,6.64
Ah 8d 2c,7s,AcJh,0.668,72.44,7.48746,86.1324,0.91,7.35,99.09,7.49
Ah 8d 2c,7s,Ac2s,0.658,83.81,12.4338,123.632,0.69,12.22,99.31,12.44
Ah 8d 2c,7s,Ac3s,0.815,65.80,5.68933,72.0534,1.11,5.61,98.89,5.69
Ah 8d 2c,7s,Ac4s,0.795,65.85,5.6868,71.97,1.00,5.61,99.00,5.69
Ah 8d 2c,7s,Ac5s,0.806,66.07,5.75484,72.5823,0.86,5.62,99.14,5.76
Ah 8d 2c,7s,Ac6s,0.838,66.35,5.7149,71.7807,0.86,5.61,99.14,5.72
Ah 8d 2c,7s,Ac8s,0.406,90.08,15.4617,143.035,8.77,15.45,91.23,15.46
Ah 8d 2c,7s,Ac9s,0.594,67.69,6.07993,74.8526,0.68,5.91,99.32,6.08
Ah 8d 2c,7s,AcTs,0.718,69.85,6.704,79.9763,0.82,6.55,99.18,6.71
Ah 8d 2c,7s,AcJs,0.711,72.96,7.70017,87.9519,0.75,7.50,99.25,7.70
Ah 8d 2c,7s,6d6c,0.708,35.14,2.393,56.7438,0.56,2.11,99.44,2.39
Ah 8d 2c,7s,6d5d,0.137,21.86,4.13995,157.824,33.48,4.13,66.52,4.14
Ah 8d 2c,7s,7d7c,0.658,93.38,18.62,166.174,17.13,18.61,82.87,18.62
Ah 8d 2c,7s,7d6d,0.249,39.55,2.89383,60.9671,20.18,2.90,79.82,2.89
Ah 8d 2c,7s,9d9c,0.687,51.72,4.14953,66.8545,0.20,3.35,99.80,4.15
Ah 8d 2c,7s,TdTc,0.827,54.28,4.30266,66.0505,0.26,3.71,99.74,4.30
Ah 8d 2c,7s,Td9d,0.375,25.10,4.15744,138.018,9.84,4.14,90.16,4.16
Ah 8d 2c,7s,JdTc,0.022,25.88,2.80038,90.1573,2.33,2.69,97.67,2.80
Ah 8d 2c,7s,Jd9d,0.476,20.83,2.76728,110.702,1.33,2.60,98.67,2.77
Ah 8d 2c,7s,JdTd,0.426,25.91,2.81855,90.635,2.79,2.76,97.21,2.82
Ah 8d 2c,7s,JdTh,0.064,25.85,2.8085,90.5294,2.54,2.73,97.46,2.81
Ah 8d 2c,7s,JdTs,0.245,25.80,2.87379,92.8345,1.81,2.79,98.19,2.88
Ah 8d 2c,7s,QdTc,0.003,23.50,1.90896,67.6881,0.33,1.39,99.67,1.91
Ah 8d 2c,7s,QdJc,0.004,26.00,1.87968,60.2514,0.28,1.32,99.72,1.88
Ah 8d 2c,7s,Qd9d,0.125,20.42,1.93288,78.8751,0.29,1.34,99.71,1.93
Ah 8d 2c,7s,QdTd,0.403,23.55,1.96982,69.7104,0.36,1.55,99.64,1.97
Ah 8d 2c,7s,QdJd,0.528,26.07,1.9655,62.8257,0.29,1.42,99.71,1.97
Ah 8d 2c,7s,QdTh,0.003,23.46,1.91737,68.102,0.33,1.40,99.67,1.92
Ah 8d 2c,7s,QdJh,0.004,25.86,1.91304,61.6467,0.26,1.29,99.74,1.91
Ah 8d 2c,7s,QdTs,0.003,23.59,2.03077,71.7456,0.32,1.50,99.68,2.03
Ah 8d 2c,7s,QdJs,0.012,26.06,1.9513,62.4002,0.31,1.46,99.69,1.95
Ah 8d 2c,7s,KdTc,0.002,31.54,2.09531,55.3686,0.24,1.36,99.76,2.10
Ah 8d 2c,7s,KdJc,0.003,31.56,2.07205,54.7043,0.19,1.18,99.81,2.07
Ah 8d 2c,7s,KdQc,0.004,31.55,2.01928,53.3285,0.24,1.38,99.76,2.02
Ah 8d 2c,7s,Kd2d,0.368,35.10,2.63122,62.4649,11.44,2.62,88.56,2.63
Ah 8d 2c,7s,Kd3d,0.224,28.48,1.90678,55.7952,0.32,1.33,99.68,1.91
Ah 8d 2c,7s,Kd4d,0.226,28.59,1.91433,55.7956,0.32,1.34,99.68,1.92
Ah 8d 2c,7s,Kd5d,0.296,28.77,1.9604,56.7772,0.34,1.40,99.66,1.96
Ah 8d 2c,7s,Kd6d,0.002,28.98,2.01375,57.9131,0.34,1.47,99.66,2.02
Ah 8d 2c,7s,Kd7d,0.003,42.49,3.25403,63.8178,80.72,3.27,19.28,3.19
Ah 8d 2c,7s,Kd9d,0.428,30.59,2.14172,58.3493,0.22,1.33,99.78,2.14
Ah 8d 2c,7s,KdTd,0.854,31.49,2.12516,56.2372,0.25,1.48,99.75,2.13
Ah 8d 2c,7s,KdJd,0.971,31.53,2.17639,57.5155,0.18,1.21,99.82,2.18
Ah 8d 2c,7s,KdQd,0.981,31.56,2.1001,55.45,0.23,1.40,99.77,2.10
Ah 8d 2c,7s,KdTh,0.002,31.49,2.1007,55.5952,0.24,1.38,99.76,2.10
Ah 8d 2c,7s,KdJh,0.003,31.39,2.1043,55.8733,0.17,1.13,99.83,2.11
Ah 8d 2c,7s,KdQh,0.004,31.53,2.02247,53.4559,0.24,1.38,99.76,2.02
Ah 8d 2c,7s,KdTs,0.002,31.66,2.21331,58.2603,0.23,1.46,99.77,2.22
Ah 8d 2c,7s,KdJs,0.003,31.72,2.17476,57.142,0.19,1.29,99.81,2.18
Ah 8d 2c,7s,KdQs,0.009,31.88,2.1248,55.5376,0.25,1.47,99.75,2.13
Ah 8d 2c,7s,Ad3c,0.909,65.65,5.64829,71.692,1.23,5.58,98.77,5.65
Ah 8d 2c,7s,Ad4c,0.905,65.69,5.64278,71.5819,1.07,5.58,98.93,5.64
Ah 8d 2c,7s,Ad5c,0.866,65.68,5.66236,71.8406,0.95,5.55,99.05,5.66
Ah 8d 2c,7s,Ad6c,0.896,66.07,5.64298,71.1753,0.76,5.50,99.24,5.64
Ah 8d 2c,7s,Ad7c,0.832,84.85,12.8556,126.254,0.67,12.68,99.33,12.86
Ah 8d 2c,7s,Ad8c,0.419,89.90,15.402,142.765,8.02,15.38,91.98,15.40
