Flop,Turn,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR,BET 7%,BET 7 EV,CHECK%,CHECK EV
Ah 8d 2c,5s,JhTh,0.409,22.36,2.4911,92.8283,0.13,1.04,99.87,2.49
Ah 8d 2c,5s,JhTs,0.339,22.47,2.59082,96.1013,0.13,1.15,99.87,2.59
Ah 8d 2c,5s,QhTc,0.003,29.19,2.56126,73.1303,0.15,1.29,99.85,2.56
Ah 8d 2c,5s,QhJc,0.003,31.88,2.6219,68.5275,0.15,1.39,99.85,2.62
Ah 8d 2c,5s,QhTd,0.003,29.16,2.56342,73.2462,0.15,1.31,99.85,2.57
Ah 8d 2c,5s,QhJd,0.004,31.87,2.66262,69.6132,0.15,1.40,99.85,2.66
Ah 8d 2c,5s,Qh8h,0.834,55.10,4.33706,65.5892,0.16,3.21,99.84,4.34
Ah 8d 2c,5s,Qh9h,0.078,26.11,2.46994,78.8262,0.15,1.24,99.85,2.47
Ah 8d 2c,5s,QhTh,0.384,29.23,2.5919,73.8856,0.15,1.33,99.85,2.59
Ah 8d 2c,5s,QhJh,0.513,31.80,2.64181,69.2355,0.15,1.39,99.85,2.64
Ah 8d 2c,5s,QhTs,0.003,29.52,2.69149,75.968,0.15,1.42,99.85,2.69
Ah 8d 2c,5s,QhJs,0.008,32.24,2.74413,70.9294,0.15,1.50,99.85,2.75
Ah 8d 2c,5s,KhTc,0.002,37.03,2.746,61.7972,0.12,1.25,99.88,2.75
Ah 8d 2c,5s,KhJc,0.003,37.28,2.82503,63.1554,0.13,1.37,99.87,2.83
Ah 8d 2c,5s,KhQc,0.004,37.79,2.81487,62.0793,0.14,1.57,99.86,2.82
Ah 8d 2c,5s,KhTd,0.002,37.00,2.73727,61.6512,0.12,1.27,99.88,2.74
Ah 8d 2c,5s,KhJd,0.003,37.25,2.91986,65.3154,0.12,1.38,99.88,2.92
Ah 8d 2c,5s,KhQd,0.004,37.80,2.9029,64.0015,0.14,1.57,99.86,2.90
Ah 8d 2c,5s,Kh2h,0.372,41.25,3.31417,66.9572,0.35,2.77,99.65,3.32
Ah 8d 2c,5s,Kh3h,0.392,40.17,3.34617,69.419,0.39,2.83,99.61,3.35
Ah 8d 2c,5s,Kh4h,0.326,40.20,3.3608,69.6658,0.51,2.93,99.49,3.36
Ah 8d 2c,5s,Kh5h,0.361,44.45,3.39543,63.6621,0.24,2.61,99.76,3.40
Ah 8d 2c,5s,Kh6h,0.009,35.59,2.79904,65.5419,0.16,1.60,99.84,2.80
Ah 8d 2c,5s,Kh7h,0.006,35.66,2.80183,65.4832,0.15,1.56,99.85,2.80
Ah 8d 2c,5s,Kh8h,0.632,56.24,4.57578,67.7994,0.18,3.52,99.82,4.58
Ah 8d 2c,5s,Kh9h,0.529,36.08,2.69416,62.2293,0.12,1.16,99.88,2.70
Ah 8d 2c,5s,KhTh,0.790,37.01,2.74425,61.7988,0.12,1.25,99.88,2.75
Ah 8d 2c,5s,KhJh,0.960,37.08,2.84119,63.8526,0.12,1.34,99.88,2.84
Ah 8d 2c,5s,KhQh,0.976,37.76,2.8175,62.179,0.14,1.56,99.86,2.82
Ah 8d 2c,5s,KhTs,0.002,37.42,2.86126,63.7209,0.13,1.38,99.87,2.86
Ah 8d 2c,5s,KhJs,0.003,37.73,2.94184,64.9736,0.12,1.47,99.88,2.94
Ah 8d 2c,5s,KhQs,0.004,38.17,2.91485,63.6436,0.14,1.66,99.86,2.92
Ah 8d 2c,5s,6s6c,0.811,42.78,3.12987,60.9674,0.21,2.21,99.79,3.13
Ah 8d 2c,5s,6s6d,0.826,42.64,3.13389,61.252,0.21,2.24,99.79,3.14
Ah 8d 2c,5s,6s6h,0.841,42.76,3.12449,60.8892,0.20,2.20,99.80,3.13
Ah 8d 2c,5s,7s7c,0.804,42.36,3.12558,61.4876,0.18,2.14,99.82,3.13
Ah 8d 2c,5s,7s7d,0.820,42.19,3.12114,61.6535,0.19,2.14,99.81,3.12
Ah 8d 2c,5s,7s7h,0.800,42.35,3.12932,61.5709,0.18,2.13,99.82,3.13
Ah 8d 2c,5s,7s6s,0.001,23.35,4.73291,168.898,0.92,4.50,99.08,4.74
Ah 8d 2c,5s,8s8c,0.017,97.28,24.3207,208.342,24.93,24.26,75.07,24.34
Ah 8d 2c,5s,8s8h,0.018,97.28,24.3202,208.329,22.50,24.27,77.50,24.34
Ah 8d 2c,5s,8s7s,0.501,49.68,3.80341,63.804,0.32,3.18,99.68,3.81
Ah 8d 2c,5s,9s9c,0.711,54.47,4.51717,69.1093,0.10,2.76,99.90,4.52
Ah 8d 2c,5s,9s9d,0.749,54.37,4.49559,68.9069,0.11,2.78,99.89,4.50
Ah 8d 2c,5s,9s9h,0.713,54.15,4.45816,68.6112,0.10,2.69,99.90,4.46
Ah 8d 2c,5s,9s8s,0.954,51.49,3.93256,63.6459,0.18,2.91,99.82,3.93
Ah 8d 2c,5s,TsTc,0.766,56.13,4.54608,67.4903,0.10,2.72,99.90,4.55
Ah 8d 2c,5s,TsTd,0.812,56.18,4.54344,67.3935,0.10,2.73,99.90,4.55
Ah 8d 2c,5s,TsTh,0.815,56.13,4.54444,67.4677,0.10,2.71,99.90,4.55
Ah 8d 2c,5s,Ts8s,0.845,52.32,3.99253,63.5908,0.16,2.81,99.84,3.99
Ah 8d 2c,5s,Ts9s,0.541,12.33,2.75882,186.493,0.14,1.35,99.86,2.76
Ah 8d 2c,5s,JsTc,0.168,22.57,2.59749,95.9108,0.13,1.15,99.87,2.60
Ah 8d 2c,5s,JsTd,0.192,22.55,2.60009,96.0695,0.13,1.16,99.87,2.60
Ah 8d 2c,5s,JsTh,0.256,22.56,2.60415,96.1964,0.13,1.15,99.87,2.61
Ah 8d 2c,5s,Js8s,0.843,53.95,4.28442,66.1828,0.14,2.98,99.86,4.29
Ah 8d 2c,5s,Js9s,0.090,18.62,2.83605,126.954,0.14,1.47,99.86,2.84
Ah 8d 2c,5s,JsTs,0.340,22.71,2.7004,99.0821,0.13,1.27,99.87,2.70
Ah 8d 2c,5s,QsTc,0.003,29.46,2.66901,75.4887,0.15,1.41,99.85,2.67
Ah 8d 2c,5s,QsJc,0.016,32.29,2.7275,70.3858,0.15,1.51,99.85,2.73
Ah 8d 2c,5s,QsTd,0.003,29.44,2.67101,75.5937,0.15,1.43,99.85,2.67
Ah 8d 2c,5s,QsJd,0.019,32.29,2.76852,71.4591,0.15,1.52,99.85,2.77
Ah 8d 2c,5s,QsTh,0.003,29.45,2.67531,75.7051,0.15,1.42,99.85,2.68
Ah 8d 2c,5s,QsJh,0.100,32.15,2.72635,70.6746,0.15,1.48,99.85,2.73
Ah 8d 2c,5s,Qs8s,0.923,55.76,4.49133,67.1256,0.16,3.35,99.84,4.49
Ah 8d 2c,5s,Qs9s,0.000,27.45,2.91854,88.5999,0.16,1.71,99.84,2.92
Ah 8d 2c,5s,QsTs,0.144,29.78,2.7881,78.0242,0.15,1.53,99.85,2.79
Ah 8d 2c,5s,QsJs,0.533,32.62,2.83052,72.3172,0.15,1.59,99.85,2.83
Ah 8d 2c,5s,KsTc,0.003,37.92,2.89253,63.5705,0.14,1.54,99.86,2.89
Ah 8d 2c,5s,KsJc,0.004,38.17,2.93706,64.1163,0.14,1.66,99.86,2.94
Ah 8d 2c,5s,KsQc,0.011,38.66,2.93689,63.3054,0.16,1.85,99.84,2.94
Ah 8d 2c,5s,KsTd,0.003,37.89,2.88836,63.5298,0.14,1.56,99.86,2.89
Ah 8d 2c,5s,KsJd,0.129,38.15,3.02489,66.0728,0.13,1.66,99.87,3.03
Ah 8d 2c,5s,KsQd,0.028,38.67,3.01908,65.0589,0.16,1.86,99.84,3.02
Ah 8d 2c,5s,KsTh,0.003,37.89,2.8985,63.7423,0.14,1.54,99.86,2.90
Ah 8d 2c,5s,KsJh,0.048,37.99,2.95236,64.7651,0.14,1.63,99.86,2.95
Ah 8d 2c,5s,KsQh,0.007,38.64,2.94165,63.4479,0.16,1.85,99.84,2.94
Ah 8d 2c,5s,Ks2s,0.640,41.97,3.44158,68.3314,0.38,2.93,99.62,3.44
Ah 8d 2c,5s,Ks3s,0.000,39.82,3.48723,72.9776,0.49,3.07,99.51,3.49
Ah 8d 2c,5s,Ks4s,0.001,39.85,3.49877,73.1686,0.67,3.15,99.33,3.50
Ah 8d 2c,5s,Ks6s,0.000,35.55,2.95361,69.2365,0.19,1.92,99.81,2.96
Ah 8d 2c,5s,Ks7s,0.000,36.11,2.98691,68.9311,0.18,1.92,99.82,2.99
Ah 8d 2c,5s,Ks8s,0.801,57.79,4.80951,69.3474,0.20,3.87,99.80,4.81
Ah 8d 2c,5s,Ks9s,0.004,38.30,3.18019,69.2012,0.14,1.76,99.86,3.18
Ah 8d 2c,5s,KsTs,0.166,38.29,3.00804,65.4727,0.14,1.66,99.86,3.01
Ah 8d 2c,5s,KsJs,0.577,38.61,3.04258,65.6768,0.14,1.74,99.86,3.04
Ah 8d 2c,5s,KsQs,0.459,39.02,3.02986,64.7039,0.16,1.94,99.84,3.03
Ah 8d 2c,5s,As3c,0.899,71.33,6.98339,81.5877,0.20,6.07,99.80,6.99
Ah 8d 2c,5s,As4c,0.893,71.37,7.13501,83.3091,0.20,6.22,99.80,7.14
Ah 8d 2c,5s,As5c,0.856,87.08,13.4565,128.779,0.24,12.72,99.76,13.46
Ah 8d 2c,5s,As6c,0.883,68.79,6.23071,75.4831,0.13,4.89,99.87,6.23
Ah 8d 2c,5s,As7c,0.781,68.88,6.27423,75.9081,0.14,4.98,99.86,6.28
Ah 8d 2c,5s,As8c,0.418,91.87,16.0149,145.272,0.81,15.68,99.19,16.02
Ah 8d 2c,5s,As9c,0.587,69.50,6.52143,78.1941,0.12,5.04,99.88,6.52
Ah 8d 2c,5s,AsTc,0.674,72.06,7.20527,83.3271,0.13,5.79,99.87,7.21
Ah 8d 2c,5s,AsJc,0.698,75.39,8.25005,91.1874,0.14,6.96,99.86,8.25
Ah 8d 2c,5s,As2d,0.601,86.06,12.9353,125.253,0.26,12.18,99.74,12.94
Ah 8d 2c,5s,As3d,0.902,71.33,6.98425,81.5967,0.20,6.09,99.80,6.99
Ah 8d 2c,5s,As4d,0.899,71.37,7.1366,83.3247,0.20,6.23,99.80,7.14
Ah 8d 2c,5s,As5d,0.862,87.05,13.4427,128.686,0.24,12.70,99.76,13.44
Ah 8d 2c,5s,As6d,0.885,68.88,6.24791,75.5935,0.13,4.92,99.87,6.25
Ah 8d 2c,5s,As7d,0.813,68.99,6.30444,76.155,0.13,4.97,99.87,6.31
Ah 8d 2c,5s,As9d,0.590,69.40,6.50617,78.1271,0.12,5.05,99.88,6.51
Ah 8d 2c,5s,AsTd,0.698,72.10,7.21757,83.4217,0.13,5.79,99.87,7.22
Ah 8d 2c,5s,AsJd,0.728,75.43,8.18043,90.3789,0.15,6.95,99.85,8.18
Ah 8d 2c,5s,As2h,0.593,86.07,12.9376,125.262,0.26,12.18,99.74,12.94
Ah 8d 2c,5s,As3h,0.904,71.32,6.98282,81.5847,0.20,6.08,99.80,6.98
Ah 8d 2c,5s,As4h,0.896,71.37,7.13616,83.3272,0.20,6.24,99.80,7.14
Ah 8d 2c,5s,As5h,0.844,87.10,13.4548,128.735,0.25,12.73,99.75,13.46
Ah 8d 2c,5s,As6h,0.866,68.77,6.22617,75.4454,0.13,4.88,99.87,6.23
Ah 8d 2c,5s,As7h,0.709,68.85,6.2642,75.8166,0.14,4.97,99.86,6.27
Ah 8d 2c,5s,As8h,0.344,91.90,16.0229,145.29,0.82,15.69,99.18,16.03
Ah 8d 2c,5s,As9h,0.523,69.24,6.4851,78.0466,0.12,4.99,99.88,6.49
Ah 8d 2c,5s,AsTh,0.676,72.06,7.2012,83.2755,0.13,5.78,99.87,7.20
Ah 8d 2c,5s,AsJh,0.680,75.25,8.12527,89.9858,0.15,6.86,99.85,8.13
Ah 8d 2c,5s,As2s,0.651,86.07,12.9543,125.431,0.25,12.16,99.75,12.96
Ah 8d 2c,5s,As3s,0.775,71.43,7.01773,81.8719,0.20,6.11,99.80,7.02
Ah 8d 2c,5s,As4s,0.759,71.48,7.17068,83.598,0.21,6.29,99.79,7.17
Ah 8d 2c,5s,As6s,0.803,69.05,6.3194,76.2676,0.13,4.97,99.87,6.32
Ah 8d 2c,5s,As7s,0.638,69.43,6.40666,76.897,0.13,5.07,99.87,6.41
Ah 8d 2c,5s,As8s,0.334,92.02,15.9893,144.799,0.88,15.71,99.12,15.99
Ah 8d 2c,5s,As9s,0.555,70.36,6.64976,78.7612,0.12,5.24,99.88,6.65
Ah 8d 2c,5s,AsTs,0.707,72.41,7.25972,83.5432,0.13,5.87,99.87,7.26
Ah 8d 2c,6s,6c5c,0.198,43.55,3.53911,67.7182,6.56,3.49,93.44,3.54
Ah 8d 2c,6s,7c6c,0.329,44.05,3.53123,66.803,1.12,3.35,98.88,3.53
Ah 8d 2c,6s,8c7c,0.485,49.32,3.83076,64.7212,0.56,3.49,99.44,3.83
Ah 8d 2c,6s,9c8c,0.914,50.60,3.90722,64.3529,0.26,3.21,99.74,3.91
Ah 8d 2c,6s,Tc8c,0.745,52.14,4.08416,65.27,0.23,3.33,99.77,4.09
Ah 8d 2c,6s,Tc9c,0.404,19.08,3.12904,136.64,3.05,3.05,96.95,3.13
Ah 8d 2c,6s,Jc8c,0.768,53.16,4.27682,67.0481,0.19,3.37,99.81,4.28
Ah 8d 2c,6s,Jc9c,0.481,15.97,2.32588,121.367,0.22,1.45,99.78,2.33
Ah 8d 2c,6s,JcTc,0.492,20.65,2.37408,95.8104,0.22,1.51,99.78,2.38
Ah 8d 2c,6s,JcTd,0.028,20.55,2.41922,98.1248,0.22,1.53,99.78,2.42
Ah 8d 2c,6s,JcTh,0.049,20.55,2.36234,95.774,0.22,1.48,99.78,2.36
Ah 8d 2c,6s,JcTs,0.197,20.72,2.44916,98.4956,0.23,1.62,99.77,2.45
Ah 8d 2c,6s,Qc8c,0.872,54.82,4.51738,68.6674,0.21,3.68,99.79,4.52
Ah 8d 2c,6s,Qc9c,0.016,24.71,2.48349,83.7533,0.24,1.73,99.76,2.49
Ah 8d 2c,6s,QcTc,0.387,27.46,2.48808,75.4981,0.25,1.76,99.75,2.49
Ah 8d 2c,6s,QcJc,0.482,29.91,2.46714,68.7358,0.25,1.74,99.75,2.47
Ah 8d 2c,6s,QcTd,0.003,27.36,2.52676,76.9612,0.25,1.78,99.75,2.53
Ah 8d 2c,6s,QcJd,0.005,29.83,2.47923,69.2703,0.24,1.74,99.76,2.48
Ah 8d 2c,6s,QcTh,0.003,27.36,2.46436,75.0518,0.25,1.73,99.75,2.47
Ah 8d 2c,6s,QcJh,0.003,29.67,2.41301,67.7819,0.23,1.65,99.77,2.41
Ah 8d 2c,6s,QcTs,0.003,27.71,2.5724,77.3525,0.25,1.86,99.75,2.57
Ah 8d 2c,6s,QcJs,0.013,30.22,2.55536,70.4761,0.25,1.84,99.75,2.56
Ah 8d 2c,6s,Kc3c,0.257,32.93,2.60818,65.9942,0.29,1.97,99.71,2.61
Ah 8d 2c,6s,Kc4c,0.240,33.05,2.61873,66.0343,0.29,1.97,99.71,2.62
Ah 8d 2c,6s,Kc5c,0.350,33.26,2.65127,66.4365,0.31,2.04,99.69,2.65
Ah 8d 2c,6s,Kc6c,0.002,45.04,3.62946,67.1467,0.83,3.42,99.17,3.63
Ah 8d 2c,6s,Kc7c,0.002,34.49,2.74441,66.311,0.26,2.02,99.74,2.75
Ah 8d 2c,6s,Kc8c,0.747,56.08,4.75218,70.6141,0.24,4.02,99.76,4.75
Ah 8d 2c,6s,Kc9c,0.350,35.53,2.72028,63.8109,0.19,1.77,99.81,2.72
Ah 8d 2c,6s,KcTc,0.783,36.13,2.71199,62.5557,0.19,1.78,99.81,2.71
Ah 8d 2c,6s,KcJc,0.962,36.13,2.72058,62.7581,0.18,1.75,99.82,2.72
Ah 8d 2c,6s,KcQc,0.976,36.65,2.74628,62.4503,0.22,1.99,99.78,2.75
Ah 8d 2c,6s,KcTd,0.002,36.10,2.77387,64.0349,0.19,1.83,99.81,2.78
Ah 8d 2c,6s,KcJd,0.003,36.10,2.81459,64.9667,0.17,1.79,99.83,2.82
Ah 8d 2c,6s,KcQd,0.005,36.66,2.82842,64.2975,0.21,2.01,99.79,2.83
Ah 8d 2c,6s,KcTh,0.002,36.10,2.71317,62.6247,0.19,1.79,99.81,2.71
Ah 8d 2c,6s,KcJh,0.003,35.92,2.71324,62.9401,0.18,1.72,99.82,2.71
Ah 8d 2c,6s,KcQh,0.004,36.62,2.74927,62.5616,0.22,2.01,99.78,2.75
Ah 8d 2c,6s,KcTs,0.002,36.50,2.81223,64.2083,0.20,1.92,99.80,2.81
Ah 8d 2c,6s,KcJs,0.008,36.59,2.82896,64.4273,0.19,1.90,99.81,2.83
Ah 8d 2c,6s,KcQs,0.017,37.04,2.84892,64.1038,0.23,2.11,99.77,2.85
Ah 8d 2c,6s,Ac3c,0.766,68.00,6.1079,74.8537,0.29,5.54,99.71,6.11
Ah 8d 2c,6s,Ac4c,0.752,68.04,6.10402,74.7631,0.29,5.54,99.71,6.11
Ah 8d 2c,6s,Ac5c,0.680,68.05,6.10037,74.7011,0.29,5.51,99.71,6.10
Ah 8d 2c,6s,Ac6c,0.769,86.87,12.9441,124.165,0.34,12.50,99.66,12.95
Ah 8d 2c,6s,Ac7c,0.545,68.60,6.22722,75.6459,0.25,5.57,99.75,6.23
Ah 8d 2c,6s,Ac8c,0.262,92.03,15.4866,140.233,0.74,15.27,99.26,15.49
Ah 8d 2c,6s,Ac9c,0.490,69.32,6.54033,78.6287,0.25,5.87,99.75,6.54
Ah 8d 2c,6s,AcTc,0.687,71.83,7.12211,82.6218,0.28,6.50,99.72,7.12
Ah 8d 2c,6s,Ac2d,0.600,86.04,12.6098,122.129,0.43,12.22,99.57,12.61
Ah 8d 2c,6s,Ac3d,0.911,68.00,6.10803,74.854,0.29,5.54,99.71,6.11
Ah 8d 2c,6s,Ac4d,0.906,68.04,6.1049,74.7703,0.29,5.54,99.71,6.11
Ah 8d 2c,6s,Ac5d,0.869,68.05,6.10105,74.712,0.29,5.52,99.71,6.10
Ah 8d 2c,6s,Ac6d,0.898,86.90,13.0126,124.78,0.32,12.52,99.68,13.01
Ah 8d 2c,6s,Ac7d,0.851,68.69,6.24763,75.7909,0.25,5.59,99.75,6.25
Ah 8d 2c,6s,Ac9d,0.612,69.23,6.4746,77.939,0.27,5.87,99.73,6.48
Ah 8d 2c,6s,AcTd,0.692,71.84,7.09455,82.2912,0.29,6.50,99.71,7.10
Ah 8d 2c,6s,AcJd,0.725,74.88,8.09049,90.0342,0.30,7.45,99.70,8.09
Ah 8d 2c,6s,Ac2h,0.596,86.05,12.6139,122.156,0.42,12.20,99.58,12.62
Ah 8d 2c,6s,Ac3h,0.913,67.99,6.1059,74.834,0.29,5.54,99.71,6.11
Ah 8d 2c,6s,Ac4h,0.904,68.03,6.10114,74.7342,0.29,5.53,99.71,6.10
Ah 8d 2c,6s,Ac5h,0.845,68.04,6.09516,74.6547,0.29,5.51,99.71,6.10
Ah 8d 2c,6s,Ac6h,0.883,86.87,12.9278,124.021,0.35,12.50,99.65,12.93
Ah 8d 2c,6s,Ac7h,0.792,68.56,6.21669,75.5657,0.25,5.56,99.75,6.22
Ah 8d 2c,6s,Ac8h,0.415,92.02,15.4608,140.02,0.74,15.25,99.26,15.46
Ah 8d 2c,6s,Ac9h,0.541,69.08,6.50424,78.4629,0.25,5.83,99.75,6.51
Ah 8d 2c,6s,AcTh,0.673,71.81,7.11967,82.6222,0.28,6.50,99.72,7.12
Ah 8d 2c,6s,AcJh,0.668,74.70,8.05308,89.8381,0.30,7.41,99.70,8.06
Ah 8d 2c,6s,Ac2s,0.658,86.05,12.6263,122.284,0.41,12.19,99.59,12.63
Ah 8d 2c,6s,Ac3s,0.815,68.13,6.14655,75.1789,0.29,5.57,99.71,6.15
Ah 8d 2c,6s,Ac4s,0.795,68.18,6.14751,75.1375,0.29,5.56,99.71,6.15
Ah 8d 2c,6s,Ac5s,0.806,68.41,6.19371,75.4463,0.28,5.58,99.72,6.20
Ah 8d 2c,6s,Ac7s,0.712,69.12,6.37817,76.8938,0.24,5.67,99.76,6.38
Ah 8d 2c,6s,Ac8s,0.406,92.13,15.5035,140.228,0.90,15.31,99.10,15.51
Ah 8d 2c,6s,Ac9s,0.594,70.16,6.68286,79.3782,0.26,6.02,99.74,6.68
Ah 8d 2c,6s,AcTs,0.718,72.14,7.17703,82.9099,0.29,6.57,99.71,7.18
Ah 8d 2c,6s,AcJs,0.711,75.21,8.17564,90.589,0.29,7.52,99.71,8.18
Ah 8d 2c,6s,6d6c,0.708,95.11,18.5525,162.555,3.51,18.48,96.49,18.56
Ah 8d 2c,6s,6d5d,0.137,43.46,3.53474,67.7747,1.97,3.43,98.03,3.54
Ah 8d 2c,6s,7d7c,0.658,42.05,3.17384,62.8916,0.35,2.70,99.65,3.18
Ah 8d 2c,6s,7d6d,0.249,43.79,3.52774,67.1402,1.02,3.34,98.98,3.53
Ah 8d 2c,6s,9d9c,0.687,53.07,4.44322,69.7726,0.17,3.48,99.83,4.44
Ah 8d 2c,6s,TdTc,0.827,55.61,4.65631,69.7762,0.16,3.62,99.84,4.66
Ah 8d 2c,6s,Td9d,0.375,19.07,3.214,140.431,2.30,3.12,97.70,3.22
Ah 8d 2c,6s,JdTc,0.022,20.59,2.38363,96.4637,0.21,1.49,99.79,2.39
Ah 8d 2c,6s,Jd9d,0.476,15.90,2.3881,125.179,0.21,1.49,99.79,2.39
Ah 8d 2c,6s,JdTd,0.426,20.65,2.44929,98.8264,0.22,1.57,99.78,2.45
Ah 8d 2c,6s,JdTh,0.064,20.58,2.38781,96.6671,0.22,1.49,99.78,2.39
Ah 8d 2c,6s,JdTs,0.245,20.75,2.47171,99.269,0.22,1.63,99.78,2.47
Ah 8d 2c,6s,QdTc,0.003,27.44,2.47941,75.3106,0.25,1.75,99.75,2.48
Ah 8d 2c,6s,QdJc,0.004,29.88,2.47039,68.9029,0.24,1.72,99.76,2.47
Ah 8d 2c,6s,Qd9d,0.125,24.62,2.54059,86.0058,0.24,1.78,99.76,2.54
Ah 8d 2c,6s,QdTd,0.403,27.48,2.56081,77.6429,0.25,1.82,99.75,2.56
Ah 8d 2c,6s,QdJd,0.528,29.94,2.51973,70.1231,0.24,1.77,99.76,2.52
Ah 8d 2c,6s,QdTh,0.003,27.42,2.48271,75.4572,0.25,1.74,99.75,2.48
Ah 8d 2c,6s,QdJh,0.004,29.71,2.43938,68.4205,0.23,1.66,99.77,2.44
Ah 8d 2c,6s,QdTs,0.003,27.77,2.5896,77.7129,0.25,1.87,99.75,2.59
Ah 8d 2c,6s,QdJs,0.012,30.26,2.57741,70.9757,0.25,1.85,99.75,2.58
Ah 8d 2c,6s,KdTc,0.002,36.16,2.71469,62.566,0.19,1.76,99.81,2.72
Ah 8d 2c,6s,KdJc,0.003,36.15,2.72957,62.914,0.18,1.76,99.82,2.73
Ah 8d 2c,6s,KdQc,0.004,36.68,2.75268,62.5413,0.22,1.99,99.78,2.75
Ah 8d 2c,6s,Kd2d,0.368,40.21,3.33368,69.0941,2.66,3.25,97.34,3.34
Ah 8d 2c,6s,Kd3d,0.224,33.05,2.60817,65.7689,0.29,1.98,99.71,2.61
Ah 8d 2c,6s,Kd4d,0.226,33.16,2.61804,65.7924,0.28,1.98,99.72,2.62
Ah 8d 2c,6s,Kd5d,0.296,33.37,2.65368,66.2698,0.31,2.06,99.69,2.66
Ah 8d 2c,6s,Kd6d,0.002,44.88,3.6322,67.4485,0.60,3.33,99.40,3.63
Ah 8d 2c,6s,Kd7d,0.003,34.48,2.74107,66.2435,0.27,2.08,99.73,2.74
Ah 8d 2c,6s,Kd9d,0.428,35.46,2.77707,65.2583,0.18,1.78,99.82,2.78
Ah 8d 2c,6s,KdTd,0.854,36.13,2.76831,63.8524,0.19,1.81,99.81,2.77
Ah 8d 2c,6s,KdJd,0.971,36.13,2.81646,64.9564,0.17,1.77,99.83,2.82
Ah 8d 2c,6s,KdQd,0.981,36.69,2.83098,64.2996,0.20,1.99,99.80,2.83
Ah 8d 2c,6s,KdTh,0.002,36.13,2.71289,62.5659,0.19,1.77,99.81,2.71
Ah 8d 2c,6s,KdJh,0.003,35.95,2.71931,63.0306,0.17,1.71,99.83,2.72
Ah 8d 2c,6s,KdQh,0.004,36.65,2.75407,62.6165,0.21,1.98,99.79,2.76
Ah 8d 2c,6s,KdTs,0.002,36.53,2.8143,64.1993,0.19,1.89,99.81,2.82
Ah 8d 2c,6s,KdJs,0.003,36.62,2.83494,64.5074,0.18,1.89,99.82,2.84
Ah 8d 2c,6s,KdQs,0.009,37.07,2.854,64.1599,0.22,2.06,99.78,2.86
Ah 8d 2c,6s,Ad3c,0.909,67.98,6.10529,74.8377,0.29,5.54,99.71,6.11
Ah 8d 2c,6s,Ad4c,0.905,68.02,6.10172,74.7512,0.29,5.53,99.71,6.10
Ah 8d 2c,6s,Ad5c,0.866,68.04,6.09744,74.6819,0.29,5.51,99.71,6.10
Ah 8d 2c,6s,Ad6c,0.896,86.86,12.9442,124.181,0.34,12.49,99.66,12.95
Ah 8d 2c,6s,Ad7c,0.832,68.58,6.22489,75.6381,0.25,5.57,99.75,6.23
Ah 8d 2c,6s,Ad8c,0.419,92.00,15.4625,140.062,0.78,15.26,99.22,15.46
Ah 8d 2c,6s,Ad9c,0.610,69.31,6.53671,78.5969,0.26,5.86,99.74,6.54
Ah 8d 2c,6s,AdTc,0.680,71.79,7.11664,82.6077,0.28,6.50,99.72,7.12
Ah 8d 2c,6s,AdJc,0.697,74.84,8.11376,90.3468,0.29,7.45,99.71,8.12
Ah 8d 2c,6s,Ad2d,0.398,86.02,12.6053,122.11,0.43,12.21,99.57,12.61
Ah 8d 2c,6s,Ad3d,0.742,67.98,6.10568,74.8412,0.29,5.54,99.71,6.11
Ah 8d 2c,6s,Ad4d,0.736,68.03,6.10196,74.7502,0.29,5.53,99.71,6.10
Ah 8d 2c,6s,Ad5d,0.651,68.04,6.09844,74.6957,0.29,5.52,99.71,6.10
Ah 8d 2c,6s,Ad6d,0.756,86.94,13.022,124.824,0.32,12.54,99.68,13.02
Ah 8d 2c,6s,Ad7d,0.516,68.68,6.2458,75.7788,0.25,5.58,99.75,6.25
Ah 8d 2c,6s,Ad9d,0.491,69.20,6.47188,77.942,0.27,5.87,99.73,6.47
Ah 8d 2c,6s,AdTd,0.693,71.83,7.0907,82.2607,0.29,6.49,99.71,7.09
Ah 8d 2c,6s,Ad2h,0.659,86.04,12.6093,122.122,0.42,12.20,99.58,12.61
Ah 8d 2c,6s,Ad3h,0.914,67.98,6.10349,74.8205,0.29,5.54,99.71,6.11
Ah 8d 2c,6s,Ad4h,0.909,68.02,6.09861,74.7191,0.29,5.53,99.71,6.10
Ah 8d 2c,6s,Ad5h,0.855,68.02,6.09245,74.6375,0.29,5.51,99.71,6.09
Ah 8d 2c,6s,Ad6h,0.884,86.86,12.9297,124.041,0.35,12.49,99.65,12.93
Ah 8d 2c,6s,Ad7h,0.806,68.55,6.21431,75.545,0.25,5.56,99.75,6.22
Ah 8d 2c,6s,Ad8h,0.352,92.03,15.4706,140.083,0.75,15.25,99.25,15.47
Ah 8d 2c,6s,Ad9h,0.543,69.07,6.50105,78.4401,0.25,5.83,99.75,6.50
Ah 8d 2c,6s,AdTh,0.684,71.80,7.11542,82.5887,0.28,6.50,99.72,7.12
Ah 8d 2c,6s,AdJh,0.674,74.69,8.04907,89.8099,0.30,7.41,99.70,8.05
Ah 8d 2c,6s,Ad2s,0.706,86.04,12.6205,122.238,0.41,12.19,99.59,12.62
