Flop,Turn,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR,RAISE 21%,RAISE 21 EV,CALL%,CALL EV,FOLD%,FOLD EV
Ah 8d 2c,Jc,Ad7d,0.515,43.93,0.05802,1.10071,0.05,-3.31,98.68,0.06,1.27,0.00
Ah 8d 2c,Jc,Ad9d,0.490,44.01,0.3482,6.59248,0.05,-3.03,99.64,0.35,0.31,0.00
Ah 8d 2c,Jc,AdTd,0.692,45.48,0.81906,15.0075,0.05,-2.56,99.84,0.82,0.10,0.00
Ah 8d 2c,Jc,Ad2h,0.658,68.62,11.9692,145.348,0.12,9.56,99.88,11.97,0.00,0.00
Ah 8d 2c,Jc,Ad3h,0.912,43.46,0.00352,0.06743,0.07,-3.42,91.03,0.01,8.91,0.00
Ah 8d 2c,Jc,Ad4h,0.907,43.47,0.00431,0.08256,0.07,-3.42,93.44,0.01,6.49,0.00
Ah 8d 2c,Jc,Ad5h,0.853,43.39,-0.00363,-0.06974,0.07,-3.44,69.19,0.00,30.74,0.00
Ah 8d 2c,Jc,Ad6h,0.882,43.69,0.08543,1.62967,0.05,-3.32,98.76,0.09,1.19,0.00
Ah 8d 2c,Jc,Ad7h,0.804,43.77,-0.01253,-0.23847,0.06,-3.37,95.31,-0.01,4.63,0.00
Ah 8d 2c,Jc,Ad8h,0.351,73.62,14.914,168.815,0.22,13.74,99.78,14.92,0.00,0.00
Ah 8d 2c,Jc,Ad9h,0.542,44.32,0.38829,7.30115,0.05,-3.00,99.65,0.39,0.30,0.00
Ah 8d 2c,Jc,AdTh,0.683,45.64,0.88255,16.1127,0.05,-2.72,99.85,0.89,0.10,0.00
Ah 8d 2c,Jc,AdJh,0.668,80.01,18.3326,190.939,0.73,17.96,99.27,18.34,0.00,0.00
Ah 8d 2c,Jc,Ad2s,0.705,68.71,12.0086,145.646,0.12,9.58,99.88,12.01,0.00,0.00
Ah 8d 2c,Jc,Ad3s,0.826,43.48,0.01027,0.19673,0.07,-3.41,95.60,0.01,4.33,0.00
Ah 8d 2c,Jc,Ad4s,0.819,43.50,0.01626,0.31149,0.06,-3.41,97.82,0.02,2.11,0.00
Ah 8d 2c,Jc,Ad5s,0.812,43.45,0.00387,0.07419,0.07,-3.41,88.24,0.01,11.70,0.00
Ah 8d 2c,Jc,Ad6s,0.839,43.73,0.09967,1.8995,0.05,-3.30,98.77,0.10,1.18,0.00
Ah 8d 2c,Jc,Ad7s,0.729,43.91,0.0594,1.12717,0.05,-3.32,98.71,0.06,1.25,0.00
Ah 8d 2c,Jc,Ad8s,0.345,74.51,15.2736,170.829,0.22,14.10,99.78,15.28,0.00,0.00
Ah 8d 2c,Jc,Ad9s,0.589,44.26,0.36774,6.92342,0.05,-3.02,99.65,0.37,0.30,0.00
Ah 8d 2c,Jc,AdTs,0.726,45.59,0.85608,15.6484,0.05,-2.57,99.85,0.86,0.10,0.00
Ah 8d 2c,Jc,AdJs,0.698,80.20,18.4501,191.715,1.10,18.17,98.90,18.45,0.00,0.00
Ah 8d 2c,Jc,6h6c,0.713,22.93,-0.00292,-0.1062,0.04,-4.44,0.05,-2.29,99.91,0.00
Ah 8d 2c,Jc,6h6d,0.755,22.42,-0.00299,-0.11104,0.03,-5.03,0.04,-3.06,99.92,0.00
Ah 8d 2c,Jc,6h5h,0.182,3.64,-0.00292,-0.66857,0.02,-6.65,0.02,-6.57,99.96,0.00
Ah 8d 2c,Jc,7h7c,0.533,23.20,-0.00303,-0.10867,0.03,-4.80,0.05,-2.87,99.92,0.00
Ah 8d 2c,Jc,7h7d,0.623,23.15,-0.00301,-0.10817,0.03,-5.19,0.04,-3.30,99.93,0.00
Ah 8d 2c,Jc,7h6h,0.304,4.11,-0.00292,-0.59251,0.02,-6.63,0.02,-6.59,99.96,0.00
Ah 8d 2c,Jc,8h8c,0.013,93.35,35.0254,312.67,99.98,35.03,0.01,34.33,0.01,0.00
Ah 8d 2c,Jc,8h7h,0.466,30.20,-0.00257,-0.07091,0.06,-0.98,0.12,-1.72,99.83,0.00
Ah 8d 2c,Jc,9h9c,0.608,32.87,-0.00309,-0.07831,0.03,-4.22,0.25,-0.71,99.72,0.00
Ah 8d 2c,Jc,9h9d,0.703,33.58,-0.00299,-0.07412,0.03,-4.96,0.15,-1.05,99.82,0.00
Ah 8d 2c,Jc,9h8h,0.885,31.29,-0.00252,-0.0671,0.05,-1.16,0.15,-1.30,99.80,0.00
Ah 8d 2c,Jc,ThTc,0.835,34.30,-0.00272,-0.06619,0.04,-4.55,0.46,-0.19,99.50,0.00
Ah 8d 2c,Jc,ThTd,0.861,35.11,-0.00293,-0.06962,0.03,-4.82,0.24,-0.62,99.73,0.00
Ah 8d 2c,Jc,Th8h,0.702,32.64,-0.00243,-0.06203,0.05,-1.57,0.18,-0.96,99.78,0.00
Ah 8d 2c,Jc,Th9h,0.337,24.34,0.77619,26.5712,0.03,0.57,99.67,0.78,0.30,0.00
Ah 8d 2c,Jc,JhTc,0.078,38.04,0.00232,0.05076,0.06,-2.99,31.49,0.01,68.45,0.00
Ah 8d 2c,Jc,JhTd,0.120,38.75,-0.00346,-0.07447,0.05,-3.09,2.86,-0.07,97.09,0.00
Ah 8d 2c,Jc,Jh8h,0.745,67.39,12.285,151.921,0.15,10.69,99.85,12.29,0.00,0.00
Ah 8d 2c,Jc,Jh9h,0.431,38.97,-0.00014,-0.00296,0.07,-2.76,28.59,0.01,71.34,0.00
Ah 8d 2c,Jc,JhTh,0.409,39.14,-0.00303,-0.06455,0.06,-3.21,3.08,-0.04,96.87,0.00
Ah 8d 2c,Jc,JhTs,0.339,38.88,-0.00368,-0.07884,0.06,-3.12,4.56,-0.04,95.39,0.00
Ah 8d 2c,Jc,QhTc,0.003,28.10,1.61313,47.8351,0.02,0.97,99.80,1.62,0.18,0.00
Ah 8d 2c,Jc,QhTd,0.003,28.67,1.46607,42.6083,0.03,1.00,99.78,1.47,0.19,0.00
Ah 8d 2c,Jc,QhJd,0.004,39.86,-0.00266,-0.05568,0.05,-3.34,3.15,-0.03,96.80,0.00
Ah 8d 2c,Jc,Qh8h,0.832,35.52,-0.00218,-0.05117,0.05,-1.85,0.25,-0.53,99.71,0.00
Ah 8d 2c,Jc,Qh9h,0.078,19.44,-0.00278,-0.11904,0.05,-2.88,0.05,-2.19,99.89,0.00
Ah 8d 2c,Jc,QhTh,0.383,28.97,1.44913,41.6816,0.03,1.07,99.78,1.45,0.19,0.00
Ah 8d 2c,Jc,QhJh,0.512,39.98,-0.00228,-0.0476,0.06,-3.36,10.01,0.00,89.93,0.00
Ah 8d 2c,Jc,QhTs,0.003,28.61,1.50006,43.6975,0.02,1.03,99.79,1.50,0.19,0.00
Ah 8d 2c,Jc,QhJs,0.008,39.70,0.00045,0.00941,0.06,-3.24,7.67,0.03,92.28,0.00
Ah 8d 2c,Jc,KhTc,0.002,23.87,-0.00351,-0.12254,0.01,-2.79,0.28,-1.17,99.71,0.00
Ah 8d 2c,Jc,KhQc,0.004,24.96,-0.00351,-0.11726,0.01,-1.95,0.27,-1.20,99.71,0.00
Ah 8d 2c,Jc,KhTd,0.002,24.77,-0.00344,-0.11575,0.01,-2.50,0.31,-1.03,99.68,0.00
Ah 8d 2c,Jc,KhJd,0.003,40.16,-0.00386,-0.07999,0.04,-3.21,2.70,-0.09,97.25,0.00
Ah 8d 2c,Jc,KhQd,0.004,25.80,-0.00331,-0.10704,0.01,-2.18,0.32,-0.94,99.66,0.00
Ah 8d 2c,Jc,Kh2h,0.370,22.01,-0.00278,-0.10529,0.05,-2.99,0.05,-2.60,99.90,0.00
Ah 8d 2c,Jc,Kh3h,0.391,15.44,-0.00292,-0.15777,0.02,-7.01,0.02,-5.29,99.95,0.00
Ah 8d 2c,Jc,Kh4h,0.326,15.59,-0.00292,-0.15633,0.02,-7.00,0.02,-5.27,99.95,0.00
Ah 8d 2c,Jc,Kh5h,0.361,15.47,-0.00292,-0.15725,0.02,-7.01,0.02,-5.25,99.95,0.00
Ah 8d 2c,Jc,Kh6h,0.009,15.54,-0.00292,-0.15672,0.02,-6.91,0.02,-5.20,99.95,0.00
Ah 8d 2c,Jc,Kh7h,0.006,16.04,-0.00291,-0.15129,0.02,-6.89,0.02,-5.14,99.95,0.00
Ah 8d 2c,Jc,Kh8h,0.631,36.84,-0.0022,-0.04971,0.05,-1.60,0.32,-0.43,99.63,0.00
Ah 8d 2c,Jc,Kh9h,0.529,17.45,-0.00291,-0.13905,0.02,-7.07,0.02,-5.00,99.95,0.00
Ah 8d 2c,Jc,KhTh,0.787,25.16,-0.00346,-0.11448,0.01,-2.64,0.33,-1.00,99.67,0.00
Ah 8d 2c,Jc,KhJh,0.959,40.29,-0.00367,-0.07584,0.05,-3.23,2.97,-0.07,96.98,0.00
Ah 8d 2c,Jc,KhQh,0.972,26.30,-0.00335,-0.10607,0.01,-2.33,0.33,-0.93,99.66,0.00
Ah 8d 2c,Jc,KhTs,0.002,24.78,-0.00365,-0.12284,0.01,-2.54,0.32,-1.09,99.67,0.00
Ah 8d 2c,Jc,KhJs,0.003,40.01,-0.0032,-0.06671,0.05,-3.09,3.06,-0.06,96.90,0.00
Ah 8d 2c,Jc,KhQs,0.004,26.01,-0.00355,-0.11372,0.01,-2.09,0.33,-1.01,99.66,0.00
Ah 8d 2c,Jc,6s6c,0.809,22.96,-0.00292,-0.10585,0.04,-4.42,0.05,-2.29,99.91,0.00
Ah 8d 2c,Jc,6s6d,0.824,22.46,-0.00298,-0.11074,0.03,-5.01,0.04,-3.06,99.92,0.00
Ah 8d 2c,Jc,6s6h,0.839,22.44,-0.00299,-0.111,0.03,-5.03,0.04,-3.06,99.92,0.00
Ah 8d 2c,Jc,6s5s,0.001,3.64,-0.00292,-0.66762,0.02,-6.61,0.02,-6.57,99.96,0.00
Ah 8d 2c,Jc,7s7c,0.802,23.10,-0.00302,-0.10882,0.03,-4.76,0.05,-2.85,99.92,0.00
Ah 8d 2c,Jc,7s7d,0.819,23.05,-0.003,-0.1083,0.03,-5.14,0.04,-3.27,99.93,0.00
Ah 8d 2c,Jc,7s7h,0.799,23.22,-0.00301,-0.10797,0.03,-5.20,0.04,-3.27,99.93,0.00
Ah 8d 2c,Jc,7s6s,0.001,4.10,-0.00292,-0.59391,0.02,-6.57,0.02,-6.60,99.96,0.00
Ah 8d 2c,Jc,8s8c,0.011,93.53,35.2935,314.461,99.98,35.30,0.01,34.21,0.01,0.00
Ah 8d 2c,Jc,8s8h,0.007,92.60,34.2442,308.168,99.98,34.25,0.01,32.84,0.01,0.00
Ah 8d 2c,Jc,8s7s,0.500,29.89,-0.00275,-0.07659,0.05,-1.41,0.12,-1.70,99.83,0.00
Ah 8d 2c,Jc,9s9c,0.710,32.82,-0.00311,-0.07899,0.03,-4.24,0.25,-0.71,99.72,0.00
Ah 8d 2c,Jc,9s9d,0.748,33.54,-0.00301,-0.07478,0.03,-4.98,0.15,-1.06,99.82,0.00
Ah 8d 2c,Jc,9s9h,0.713,33.84,-0.003,-0.07398,0.03,-4.97,0.15,-1.05,99.82,0.00
Ah 8d 2c,Jc,9s8s,0.952,31.10,-0.00272,-0.07292,0.05,-1.64,0.15,-1.32,99.80,0.00
Ah 8d 2c,Jc,TsTc,0.765,34.02,-0.0027,-0.06621,0.04,-4.34,0.49,-0.18,99.47,0.00
Ah 8d 2c,Jc,TsTd,0.811,34.85,-0.00296,-0.07083,0.03,-4.64,0.24,-0.63,99.73,0.00
Ah 8d 2c,Jc,TsTh,0.814,35.24,-0.00294,-0.06954,0.03,-4.82,0.24,-0.60,99.73,0.00
Ah 8d 2c,Jc,Ts8s,0.843,32.32,-0.00262,-0.06768,0.05,-1.94,0.18,-0.96,99.77,0.00
Ah 8d 2c,Jc,Ts9s,0.539,24.16,0.7466,25.7491,0.03,0.56,99.67,0.75,0.30,0.00
Ah 8d 2c,Jc,JsTc,0.168,37.77,-0.00408,-0.09007,0.07,-3.00,21.21,-0.01,78.72,0.00
Ah 8d 2c,Jc,JsTd,0.192,38.49,-0.00315,-0.0681,0.05,-3.00,2.15,-0.08,97.80,0.00
Ah 8d 2c,Jc,JsTh,0.256,38.87,-0.00291,-0.06234,0.05,-3.10,2.26,-0.06,97.69,0.00
Ah 8d 2c,Jc,Js8s,0.842,67.90,12.4327,152.583,0.15,10.88,99.85,12.44,0.00,0.00
Ah 8d 2c,Jc,Js9s,0.090,38.67,-0.00247,-0.05322,0.07,-2.68,4.78,-0.01,95.15,0.00
Ah 8d 2c,Jc,JsTs,0.339,38.61,-0.00294,-0.06347,0.06,-3.03,2.52,-0.05,97.42,0.00
Ah 8d 2c,Jc,QsTc,0.003,28.03,1.69343,50.3396,0.02,1.25,99.80,1.70,0.18,0.00
Ah 8d 2c,Jc,QsTd,0.003,28.60,1.54793,45.1054,0.02,1.27,99.79,1.55,0.19,0.00
Ah 8d 2c,Jc,QsJd,0.019,39.89,-0.00369,-0.07703,0.05,-3.11,3.10,-0.07,96.85,0.00
Ah 8d 2c,Jc,QsTh,0.003,28.85,1.56776,45.2887,0.02,1.28,99.79,1.57,0.19,0.00
Ah 8d 2c,Jc,QsJh,0.100,40.02,-0.00329,-0.06856,0.07,-3.12,7.59,-0.02,92.35,0.00
Ah 8d 2c,Jc,Qs8s,0.920,35.96,-0.0026,-0.06024,0.05,-2.27,0.25,-0.61,99.70,0.00
Ah 8d 2c,Jc,Qs9s,0.000,19.42,-0.00277,-0.11881,0.06,-2.65,0.06,-2.20,99.89,0.00
Ah 8d 2c,Jc,QsTs,0.144,28.55,1.55431,45.3634,0.02,1.32,99.79,1.56,0.19,0.00
Ah 8d 2c,Jc,QsJs,0.532,39.74,-0.00317,-0.06649,0.05,-3.19,3.24,-0.05,96.71,0.00
Ah 8d 2c,Jc,KsTc,0.003,24.00,-0.00351,-0.12177,0.01,-2.63,0.29,-1.12,99.70,0.00
Ah 8d 2c,Jc,KsQc,0.011,25.10,-0.00347,-0.11513,0.01,-1.75,0.28,-1.16,99.71,0.00
Ah 8d 2c,Jc,KsTd,0.003,24.90,-0.00343,-0.11487,0.01,-2.33,0.33,-0.99,99.66,0.00
Ah 8d 2c,Jc,KsJd,0.128,40.54,-0.00334,-0.06874,0.05,-3.23,3.30,-0.05,96.64,0.00
Ah 8d 2c,Jc,KsQd,0.028,25.94,-0.00331,-0.10625,0.01,-1.99,0.34,-0.90,99.65,0.00
Ah 8d 2c,Jc,KsTh,0.003,25.29,-0.00344,-0.11341,0.01,-2.43,0.34,-0.95,99.65,0.00
Ah 8d 2c,Jc,KsJh,0.048,40.66,-0.00334,-0.06851,0.07,-3.25,15.49,-0.01,84.44,0.00
Ah 8d 2c,Jc,KsQh,0.007,26.44,-0.00334,-0.1053,0.01,-2.14,0.35,-0.89,99.64,0.00
Ah 8d 2c,Jc,Ks2s,0.636,22.26,-0.00277,-0.10353,0.05,-2.90,0.06,-2.56,99.90,0.00
Ah 8d 2c,Jc,Ks3s,0.000,15.56,-0.00291,-0.15611,0.02,-6.72,0.02,-5.25,99.95,0.00
Ah 8d 2c,Jc,Ks4s,0.001,15.71,-0.00292,-0.15479,0.02,-6.71,0.02,-5.23,99.95,0.00
Ah 8d 2c,Jc,Ks5s,0.000,15.55,-0.00291,-0.15594,0.02,-6.73,0.02,-5.21,99.95,0.00
Ah 8d 2c,Jc,Ks6s,0.000,15.70,-0.00291,-0.15461,0.02,-6.62,0.02,-5.15,99.95,0.00
Ah 8d 2c,Jc,Ks7s,0.000,16.09,-0.0029,-0.15043,0.02,-6.57,0.02,-5.10,99.95,0.00
Ah 8d 2c,Jc,Ks8s,0.799,38.09,-0.00204,-0.04471,0.06,-2.16,0.39,-0.17,99.54,0.00
Ah 8d 2c,Jc,Ks9s,0.004,17.58,-0.00291,-0.13794,0.02,-6.91,0.02,-4.96,99.95,0.00
Ah 8d 2c,Jc,KsTs,0.165,24.91,-0.00362,-0.12114,0.01,-2.37,0.33,-1.05,99.66,0.00
Ah 8d 2c,Jc,KsJs,0.577,40.38,-0.00351,-0.07243,0.05,-3.14,3.61,-0.05,96.34,0.00
Ah 8d 2c,Jc,KsQs,0.457,26.15,-0.00352,-0.1123,0.01,-1.91,0.34,-0.97,99.65,0.00
Ah 8d 2c,Jc,As3c,0.897,43.61,0.18384,3.51291,0.04,-3.36,99.08,0.19,0.87,0.00
Ah 8d 2c,Jc,As4c,0.891,43.59,0.17679,3.37938,0.04,-3.37,99.09,0.18,0.87,0.00
Ah 8d 2c,Jc,As5c,0.854,43.49,0.14995,2.87315,0.04,-3.44,99.02,0.15,0.93,0.00
Ah 8d 2c,Jc,As6c,0.881,43.89,0.29371,5.57624,0.04,-3.11,99.22,0.30,0.74,0.00
Ah 8d 2c,Jc,As7c,0.780,43.66,0.07362,1.40496,0.04,-3.13,98.92,0.08,1.04,0.00
Ah 8d 2c,Jc,As8c,0.417,73.43,14.9837,170.046,0.15,12.92,99.85,14.99,0.00,0.00
Ah 8d 2c,Jc,As9c,0.586,43.34,0.2951,5.67394,0.05,-2.82,99.64,0.30,0.31,0.00
Ah 8d 2c,Jc,AsTc,0.672,44.91,0.77435,14.3681,0.05,-3.04,99.86,0.78,0.09,0.00
Ah 8d 2c,Jc,As2d,0.600,68.58,11.952,145.223,0.12,9.54,99.88,11.95,0.00,0.00
Ah 8d 2c,Jc,As3d,0.900,43.43,-0.00325,-0.06228,0.06,-3.45,85.14,0.00,14.79,0.00
Ah 8d 2c,Jc,As4d,0.897,43.44,-0.00039,-0.00756,0.06,-3.45,91.65,0.00,8.28,0.00
Ah 8d 2c,Jc,As5d,0.860,43.38,-0.00286,-0.05487,0.07,-3.46,59.02,0.00,40.91,0.00
Ah 8d 2c,Jc,As6d,0.883,43.71,0.0988,1.88345,0.05,-3.33,98.74,0.10,1.21,0.00
Ah 8d 2c,Jc,As7d,0.812,43.92,0.05562,1.05535,0.05,-3.33,98.63,0.06,1.32,0.00
Ah 8d 2c,Jc,As9d,0.589,44.00,0.34039,6.44714,0.04,-3.03,99.57,0.34,0.38,0.00
Ah 8d 2c,Jc,AsTd,0.697,45.46,0.81044,14.8559,0.05,-2.57,99.84,0.81,0.10,0.00
Ah 8d 2c,Jc,AsJd,0.718,80.06,18.3736,191.24,0.96,18.06,99.04,18.38,0.00,0.00
Ah 8d 2c,Jc,As2h,0.592,68.60,11.9613,145.307,0.12,9.54,99.88,11.96,0.00,0.00
Ah 8d 2c,Jc,As3h,0.902,43.45,0.00097,0.01861,0.06,-3.44,84.65,0.00,15.28,0.00
Ah 8d 2c,Jc,As4h,0.894,43.46,0.00157,0.03014,0.06,-3.44,87.72,0.00,12.21,0.00
Ah 8d 2c,Jc,As5h,0.842,43.38,-0.00475,-0.09122,0.07,-3.46,62.14,0.00,37.80,0.00
Ah 8d 2c,Jc,As6h,0.865,43.68,0.08309,1.58538,0.05,-3.35,98.71,0.09,1.24,0.00
Ah 8d 2c,Jc,As7h,0.707,43.76,-0.01456,-0.27724,0.06,-3.39,94.94,-0.01,5.00,0.00
Ah 8d 2c,Jc,As8h,0.342,73.55,14.8807,168.594,0.22,13.68,99.78,14.88,0.00,0.00
Ah 8d 2c,Jc,As9h,0.522,44.30,0.38109,7.16849,0.05,-3.00,99.62,0.38,0.33,0.00
Ah 8d 2c,Jc,AsTh,0.675,45.62,0.8737,15.9583,0.05,-2.72,99.85,0.88,0.10,0.00
Ah 8d 2c,Jc,AsJh,0.673,79.95,18.3017,190.77,0.74,17.90,99.26,18.30,0.00,0.00
Ah 8d 2c,Jc,As2s,0.650,68.68,12.0019,145.621,0.12,9.56,99.88,12.00,0.00,0.00
Ah 8d 2c,Jc,As3s,0.773,43.47,0.00745,0.14282,0.06,-3.43,91.04,0.01,8.90,0.00
Ah 8d 2c,Jc,As4s,0.758,43.49,0.01353,0.25931,0.06,-3.43,96.57,0.02,3.37,0.00
Ah 8d 2c,Jc,As5s,0.764,43.44,0.00161,0.03085,0.07,-3.44,81.63,0.00,18.30,0.00
Ah 8d 2c,Jc,As6s,0.801,43.72,0.09726,1.85402,0.05,-3.33,98.73,0.10,1.22,0.00
Ah 8d 2c,Jc,As7s,0.636,43.90,0.05685,1.079,0.05,-3.34,98.66,0.06,1.29,0.00
Ah 8d 2c,Jc,As8s,0.333,74.44,15.2405,170.618,0.22,14.04,99.78,15.24,0.00,0.00
Ah 8d 2c,Jc,As9s,0.554,44.25,0.36024,6.78472,0.04,-3.01,99.59,0.36,0.37,0.00
Ah 8d 2c,Jc,AsTs,0.706,45.57,0.84817,15.5103,0.05,-2.57,99.85,0.85,0.10,0.00
Ah 8d 2c,Qc,6c5c,0.198,19.37,-0.00329,-0.14138,0.03,-2.70,0.16,-1.65,99.82,0.00
Ah 8d 2c,Qc,7c6c,0.329,20.40,-0.00334,-0.1364,0.03,-2.57,0.18,-1.47,99.79,0.00
Ah 8d 2c,Qc,8c7c,0.484,42.87,3.22773,62.7399,0.04,3.12,99.88,3.23,0.08,0.00
Ah 8d 2c,Qc,9c8c,0.912,42.82,3.03961,59.1556,0.46,2.97,99.47,3.04,0.07,0.00
Ah 8d 2c,Qc,Tc8c,0.744,43.54,3.11846,59.6877,0.04,3.12,99.88,3.12,0.08,0.00
Ah 8d 2c,Qc,Tc9c,0.403,28.76,2.1643,62.7089,0.03,1.40,99.86,2.17,0.11,0.00
Ah 8d 2c,Qc,Jc8c,0.767,43.88,3.50348,66.5326,0.03,2.55,99.90,3.51,0.07,0.00
Ah 8d 2c,Qc,Jc9c,0.480,29.78,2.4002,67.1676,0.03,1.02,99.87,2.40,0.10,0.00
Ah 8d 2c,Qc,JcTc,0.491,37.71,5.39784,119.269,0.32,4.82,99.65,5.40,0.02,0.00
Ah 8d 2c,Qc,JcTd,0.028,25.62,1.32028,42.946,0.02,-0.78,99.80,1.32,0.18,0.00
Ah 8d 2c,Qc,JcTh,0.049,25.69,1.28942,41.8186,0.02,-0.80,99.80,1.29,0.18,0.00
Ah 8d 2c,Qc,JcTs,0.197,25.64,1.21091,39.3622,0.02,-0.74,99.79,1.21,0.19,0.00
Ah 8d 2c,Qc,Kc3c,0.256,30.04,0.37524,10.4084,0.05,-0.74,99.45,0.38,0.51,0.00
Ah 8d 2c,Qc,Kc4c,0.239,30.21,0.39764,10.9702,0.05,-0.74,99.47,0.40,0.48,0.00
Ah 8d 2c,Qc,Kc5c,0.349,29.98,0.38519,10.7075,0.05,-0.83,99.46,0.39,0.50,0.00
Ah 8d 2c,Qc,Kc6c,0.002,30.14,0.41551,11.4884,0.05,-0.62,99.46,0.42,0.49,0.00
Ah 8d 2c,Qc,Kc7c,0.002,29.91,0.3647,10.1609,0.05,-0.71,99.40,0.37,0.54,0.00
Ah 8d 2c,Qc,Kc8c,0.745,46.45,4.04902,72.647,0.03,3.55,99.91,4.05,0.06,0.00
Ah 8d 2c,Qc,Kc9c,0.350,29.81,0.14049,3.9276,0.07,-1.27,99.39,0.14,0.55,0.00
Ah 8d 2c,Qc,KcTc,0.782,36.37,3.38289,77.5048,0.16,2.92,99.78,3.39,0.07,0.00
Ah 8d 2c,Qc,KcJc,0.960,35.02,3.32522,79.1224,0.15,2.71,99.79,3.33,0.06,0.00
Ah 8d 2c,Qc,KcTd,0.002,22.73,-0.00365,-0.13384,0.00,-3.21,0.25,-1.43,99.75,0.00
Ah 8d 2c,Qc,KcJd,0.003,22.83,-0.00319,-0.11652,0.01,-3.29,0.25,-1.17,99.74,0.00
Ah 8d 2c,Qc,KcQd,0.005,38.16,-0.03036,-0.66295,0.03,-4.10,27.94,-0.10,72.02,0.00
Ah 8d 2c,Qc,KcTh,0.002,22.87,-0.00369,-0.13433,0.00,-3.25,0.25,-1.43,99.75,0.00
Ah 8d 2c,Qc,KcJh,0.003,22.95,-0.00327,-0.11875,0.01,-3.50,0.25,-1.20,99.74,0.00
Ah 8d 2c,Qc,KcQh,0.004,38.14,-0.00949,-0.20735,0.03,-4.08,37.29,-0.02,62.68,0.00
Ah 8d 2c,Qc,KcTs,0.002,22.75,-0.00377,-0.13802,0.00,-3.18,0.25,-1.46,99.75,0.00
Ah 8d 2c,Qc,KcJs,0.008,23.01,-0.00337,-0.12225,0.01,-3.29,0.25,-1.25,99.74,0.00
Ah 8d 2c,Qc,KcQs,0.017,38.04,-0.0012,-0.0262,0.05,-3.80,35.25,0.00,64.70,0.00
Ah 8d 2c,Qc,Ac3c,0.764,57.18,7.36718,107.374,0.14,6.42,99.85,7.37,0.02,0.00
Ah 8d 2c,Qc,Ac4c,0.750,57.17,7.36345,107.341,0.14,6.41,99.85,7.37,0.02,0.00
Ah 8d 2c,Qc,Ac5c,0.678,56.95,7.27644,106.469,0.14,6.37,99.85,7.28,0.02,0.00
Ah 8d 2c,Qc,Ac6c,0.766,57.39,7.39825,107.432,0.14,6.58,99.85,7.40,0.02,0.00
Ah 8d 2c,Qc,Ac7c,0.543,56.90,7.23074,105.903,0.14,6.43,99.85,7.23,0.02,0.00
Ah 8d 2c,Qc,Ac8c,0.260,80.67,19.6458,202.941,1.49,19.42,98.51,19.65,0.00,0.00
Ah 8d 2c,Qc,Ac9c,0.488,57.13,7.4235,108.277,0.17,6.21,99.82,7.43,0.00,0.00
Ah 8d 2c,Qc,AcTc,0.686,59.06,7.98354,112.645,0.20,6.47,99.80,7.99,0.00,0.00
Ah 8d 2c,Qc,Ac2d,0.599,69.11,11.9939,144.626,0.11,9.33,99.89,12.00,0.00,0.00
Ah 8d 2c,Qc,Ac3d,0.910,43.83,0.20412,3.88118,0.03,-3.72,99.20,0.21,0.77,0.00
Ah 8d 2c,Qc,Ac4d,0.905,43.84,0.20927,3.9775,0.03,-3.71,99.21,0.21,0.76,0.00
Ah 8d 2c,Qc,Ac5d,0.868,43.78,0.17146,3.26388,0.03,-3.73,99.02,0.17,0.95,0.00
Ah 8d 2c,Qc,Ac6d,0.897,44.20,0.31308,5.90205,0.03,-3.52,99.31,0.32,0.66,0.00
Ah 8d 2c,Qc,Ac7d,0.850,44.18,0.31369,5.91631,0.02,-3.53,99.26,0.32,0.71,0.00
Ah 8d 2c,Qc,Ac9d,0.611,44.78,0.59563,11.0833,0.03,-3.09,99.70,0.60,0.27,0.00
Ah 8d 2c,Qc,AcTd,0.691,46.65,1.22731,21.9217,0.04,-2.75,99.89,1.23,0.07,0.00
Ah 8d 2c,Qc,AcJd,0.724,51.32,3.2282,52.4222,0.06,-0.77,99.93,3.23,0.01,0.00
Ah 8d 2c,Qc,Ac2h,0.595,69.14,12.0094,144.75,0.11,9.33,99.89,12.01,0.00,0.00
Ah 8d 2c,Qc,Ac3h,0.912,43.85,0.21125,4.01485,0.03,-3.71,99.20,0.21,0.77,0.00
Ah 8d 2c,Qc,Ac4h,0.903,43.85,0.21002,3.99147,0.03,-3.71,99.20,0.21,0.76,0.00
Ah 8d 2c,Qc,Ac5h,0.844,43.79,0.17929,3.41205,0.03,-3.73,99.03,0.18,0.94,0.00
Ah 8d 2c,Qc,Ac6h,0.882,44.18,0.30513,5.75495,0.03,-3.53,99.30,0.31,0.68,0.00
Ah 8d 2c,Qc,Ac7h,0.791,44.16,0.30612,5.77655,0.02,-3.55,99.26,0.31,0.72,0.00
Ah 8d 2c,Qc,Ac8h,0.412,74.35,15.0111,168.242,0.34,14.18,99.66,15.01,0.00,0.00
Ah 8d 2c,Qc,Ac9h,0.540,45.00,0.63572,11.7716,0.03,-2.99,99.71,0.64,0.26,0.00
Ah 8d 2c,Qc,AcTh,0.672,46.65,1.22747,21.9276,0.04,-2.82,99.89,1.23,0.07,0.00
Ah 8d 2c,Qc,AcJh,0.667,51.13,3.1485,51.3151,0.06,-0.98,99.93,3.15,0.01,0.00
Ah 8d 2c,Qc,Ac2s,0.656,69.19,12.0275,144.867,0.11,9.34,99.89,12.03,0.00,0.00
