Flop,Turn,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR,RAISE 21%,RAISE 21 EV,CALL%,CALL EV,FOLD%,FOLD EV
Ah 8d 2c,5s,As3s,0.774,48.56,1.62918,27.9567,0.06,-1.15,99.88,1.63,0.06,0.00
Ah 8d 2c,5s,As4s,0.758,48.86,2.05828,35.1028,0.06,-0.46,99.88,2.06,0.06,0.00
Ah 8d 2c,5s,As6s,0.802,43.58,0.27,5.16298,0.02,-4.81,99.33,0.27,0.65,0.00
Ah 8d 2c,5s,As7s,0.637,42.79,0.09587,1.86712,0.03,-4.95,98.99,0.10,0.98,0.00
Ah 8d 2c,5s,As8s,0.331,82.18,19.4552,197.279,0.47,18.63,99.53,19.46,0.00,0.00
Ah 8d 2c,5s,As9s,0.554,42.48,-0.00331,-0.06493,0.03,-5.12,99.09,0.00,0.88,0.00
Ah 8d 2c,5s,AsTs,0.706,43.53,0.31083,5.95057,0.05,-4.56,99.89,0.31,0.06,0.00
Ah 8d 2c,6s,6c5c,0.185,32.36,-0.00373,-0.09594,0.02,-0.66,0.63,-0.57,99.35,0.00
Ah 8d 2c,6s,7c6c,0.326,32.68,-0.00464,-0.11824,0.03,-1.25,0.84,-0.51,99.14,0.00
Ah 8d 2c,6s,8c7c,0.482,38.17,-0.01171,-0.25566,45.55,0.00,9.99,-0.10,44.45,0.00
Ah 8d 2c,6s,9c8c,0.912,38.76,0.00241,0.05171,5.50,-0.01,27.04,0.01,67.46,0.00
Ah 8d 2c,6s,Tc8c,0.743,38.91,-0.00244,-0.05223,23.16,0.00,1.46,-0.14,75.38,0.00
Ah 8d 2c,6s,Tc9c,0.391,17.05,-0.00044,-0.02172,14.24,0.00,0.07,-0.29,85.69,0.00
Ah 8d 2c,6s,Jc8c,0.767,38.66,-0.01616,-0.34837,5.22,-0.02,40.65,-0.04,54.12,0.00
Ah 8d 2c,6s,Jc9c,0.480,15.55,-0.00284,-0.15236,0.06,-4.01,0.01,-4.00,99.93,0.00
Ah 8d 2c,6s,JcTc,0.491,17.76,-0.00284,-0.13306,0.07,-3.93,0.01,-3.64,99.93,0.00
Ah 8d 2c,6s,JcTd,0.028,16.85,-0.00283,-0.14017,0.07,-3.94,0.01,-3.87,99.93,0.00
Ah 8d 2c,6s,JcTh,0.049,17.68,-0.00285,-0.13438,0.07,-3.98,0.01,-3.64,99.93,0.00
Ah 8d 2c,6s,JcTs,0.197,17.47,-0.00285,-0.13614,0.07,-4.00,0.01,-3.70,99.93,0.00
Ah 8d 2c,6s,Qc8c,0.870,39.56,-0.00235,-0.04942,3.24,-0.06,12.32,0.00,84.44,0.00
Ah 8d 2c,6s,Qc9c,0.016,20.13,-0.00291,-0.12048,0.07,-4.03,0.01,-3.29,99.93,0.00
Ah 8d 2c,6s,QcTc,0.386,20.40,-0.0029,-0.11833,0.07,-3.92,0.01,-3.17,99.92,0.00
Ah 8d 2c,6s,QcJc,0.481,21.03,-0.00294,-0.11646,0.07,-3.99,0.01,-3.12,99.92,0.00
Ah 8d 2c,6s,QcTd,0.003,19.50,-0.00287,-0.12274,0.07,-3.88,0.01,-3.40,99.93,0.00
Ah 8d 2c,6s,QcJd,0.005,20.66,-0.00277,-0.11181,0.07,-3.61,0.01,-3.12,99.92,0.00
Ah 8d 2c,6s,QcTh,0.003,20.38,-0.00289,-0.1183,0.07,-3.92,0.01,-3.17,99.92,0.00
Ah 8d 2c,6s,QcJh,0.003,20.75,-0.00293,-0.11763,0.07,-4.07,0.01,-3.13,99.93,0.00
Ah 8d 2c,6s,QcTs,0.003,20.14,-0.0029,-0.11988,0.07,-3.94,0.01,-3.24,99.93,0.00
Ah 8d 2c,6s,QcJs,0.013,21.20,-0.00293,-0.1153,0.07,-3.94,0.01,-3.02,99.92,0.00
Ah 8d 2c,6s,Kc3c,0.256,22.73,-0.00285,-0.10445,0.07,-3.46,0.01,-2.79,99.92,0.00
Ah 8d 2c,6s,Kc4c,0.239,22.84,-0.00284,-0.10374,0.07,-3.45,0.01,-2.77,99.92,0.00
Ah 8d 2c,6s,Kc5c,0.349,22.91,-0.00288,-0.10486,0.07,-3.59,0.01,-2.79,99.92,0.00
Ah 8d 2c,6s,Kc6c,0.002,34.19,-0.00373,-0.09092,0.03,-1.59,1.15,-0.28,98.82,0.00
Ah 8d 2c,6s,Kc7c,0.002,23.70,-0.00294,-0.10344,0.07,-3.84,0.01,-2.82,99.92,0.00
Ah 8d 2c,6s,Kc8c,0.745,38.94,-0.00539,-0.11536,2.23,-0.08,5.72,-0.06,92.06,0.00
Ah 8d 2c,6s,Kc9c,0.350,23.53,-0.0029,-0.10257,0.06,-4.02,0.01,-2.87,99.92,0.00
Ah 8d 2c,6s,KcTc,0.782,23.65,-0.00287,-0.10124,0.06,-3.90,0.02,-2.78,99.92,0.00
Ah 8d 2c,6s,KcJc,0.960,23.85,-0.00291,-0.10174,0.06,-3.98,0.02,-2.76,99.92,0.00
Ah 8d 2c,6s,KcQc,0.974,25.25,-0.00291,-0.09618,0.06,-3.90,0.03,-2.46,99.92,0.00
Ah 8d 2c,6s,KcTd,0.002,22.78,-0.00287,-0.10487,0.06,-3.89,0.02,-3.02,99.92,0.00
Ah 8d 2c,6s,KcJd,0.003,23.48,-0.00277,-0.09844,0.06,-3.62,0.02,-2.78,99.92,0.00
Ah 8d 2c,6s,KcQd,0.005,25.06,-0.00233,-0.0775,0.07,-2.22,0.03,-2.41,99.90,0.00
Ah 8d 2c,6s,KcTh,0.002,23.63,-0.00287,-0.10122,0.06,-3.90,0.02,-2.79,99.92,0.00
Ah 8d 2c,6s,KcJh,0.003,23.58,-0.0029,-0.10234,0.06,-4.05,0.02,-2.76,99.92,0.00
Ah 8d 2c,6s,KcQh,0.004,25.19,-0.00291,-0.09624,0.06,-3.91,0.03,-2.47,99.92,0.00
Ah 8d 2c,6s,KcTs,0.002,23.41,-0.00288,-0.10265,0.06,-3.93,0.02,-2.85,99.92,0.00
Ah 8d 2c,6s,KcJs,0.008,24.06,-0.0029,-0.10029,0.06,-3.92,0.02,-2.65,99.92,0.00
Ah 8d 2c,6s,KcQs,0.017,25.29,-0.00289,-0.09536,0.06,-3.75,0.03,-2.42,99.91,0.00
Ah 8d 2c,6s,Ac3c,0.764,43.88,0.01297,0.24629,0.08,-0.32,85.67,0.02,14.25,0.00
Ah 8d 2c,6s,Ac4c,0.750,43.94,0.03112,0.59016,0.08,-0.49,87.98,0.04,11.94,0.00
Ah 8d 2c,6s,Ac5c,0.678,43.59,0.01319,0.25214,0.09,-0.58,89.81,0.02,10.10,0.00
Ah 8d 2c,6s,Ac6c,0.766,69.44,11.9327,143.205,0.15,10.39,99.85,11.93,0.00,0.00
Ah 8d 2c,6s,Ac7c,0.543,43.28,0.05921,1.14004,0.03,-1.07,97.96,0.06,2.01,0.00
Ah 8d 2c,6s,Ac8c,0.260,81.67,18.5412,189.184,0.36,17.89,99.64,18.54,0.00,0.00
Ah 8d 2c,6s,Ac9c,0.488,43.39,0.3763,7.22676,0.04,-0.79,99.21,0.38,0.74,0.00
Ah 8d 2c,6s,AcTc,0.685,43.74,0.25837,4.92228,0.09,-0.34,99.28,0.26,0.62,0.00
Ah 8d 2c,6s,Ac2d,0.598,70.09,12.1676,144.659,0.40,12.13,99.60,12.17,0.00,0.00
Ah 8d 2c,6s,Ac3d,0.908,43.88,0.01165,0.22125,0.08,-0.32,84.75,0.01,15.18,0.00
Ah 8d 2c,6s,Ac4d,0.903,43.94,0.03042,0.57693,0.08,-0.49,86.94,0.04,12.98,0.00
Ah 8d 2c,6s,Ac5d,0.866,43.62,0.03239,0.61868,0.08,-0.34,80.34,0.04,19.57,0.00
Ah 8d 2c,6s,Ac6d,0.895,69.77,12.1681,145.339,0.16,10.85,99.84,12.17,0.00,0.00
Ah 8d 2c,6s,Ac7d,0.849,43.06,0.0001,0.00203,0.05,-0.98,96.36,0.00,3.59,0.00
Ah 8d 2c,6s,Ac9d,0.610,42.34,0.04665,0.91822,0.08,-0.82,90.75,0.05,9.17,0.00
Ah 8d 2c,6s,AcTd,0.690,42.95,0.00286,0.05542,0.12,-0.35,93.74,0.00,6.14,0.00
Ah 8d 2c,6s,AcJd,0.723,45.40,1.05889,19.4373,0.21,0.44,99.75,1.06,0.04,0.00
Ah 8d 2c,6s,Ac2h,0.594,70.11,12.1826,144.794,0.40,12.00,99.60,12.18,0.00,0.00
Ah 8d 2c,6s,Ac3h,0.910,43.89,0.01287,0.24438,0.08,-0.31,88.26,0.01,11.66,0.00
Ah 8d 2c,6s,Ac4h,0.901,43.93,0.02453,0.46534,0.08,-0.49,90.79,0.03,9.12,0.00
Ah 8d 2c,6s,Ac5h,0.842,43.65,0.01837,0.35068,0.08,-0.57,93.43,0.02,6.49,0.00
Ah 8d 2c,6s,Ac6h,0.880,69.35,11.8731,142.679,0.14,10.30,99.86,11.88,0.00,0.00
Ah 8d 2c,6s,Ac7h,0.790,43.21,0.0378,0.72895,0.04,-1.10,97.67,0.04,2.30,0.00
Ah 8d 2c,6s,Ac8h,0.412,81.60,18.4572,188.493,0.37,17.87,99.63,18.46,0.00,0.00
Ah 8d 2c,6s,Ac9h,0.539,43.41,0.38726,7.4343,0.04,-0.77,99.25,0.39,0.71,0.00
Ah 8d 2c,6s,AcTh,0.671,43.73,0.25518,4.86319,0.09,-0.35,99.27,0.26,0.64,0.00
Ah 8d 2c,6s,AcJh,0.666,45.49,1.06123,19.4426,0.21,0.39,99.75,1.06,0.04,0.00
Ah 8d 2c,6s,Ac2s,0.655,70.17,12.2273,145.206,0.35,11.94,99.64,12.23,0.00,0.00
Ah 8d 2c,6s,Ac3s,0.813,43.92,0.02389,0.45328,0.08,-0.30,96.47,0.03,3.45,0.00
Ah 8d 2c,6s,Ac4s,0.792,44.00,0.05323,1.00799,0.07,-0.47,97.41,0.05,2.52,0.00
Ah 8d 2c,6s,Ac5s,0.803,44.29,0.23081,4.34322,0.04,-0.33,98.60,0.23,1.36,0.00
Ah 8d 2c,6s,Ac7s,0.710,44.40,0.4389,8.23795,0.02,-0.72,99.23,0.44,0.75,0.00
Ah 8d 2c,6s,Ac8s,0.402,81.73,18.6119,189.762,0.68,18.45,99.32,18.61,0.00,0.00
Ah 8d 2c,6s,Ac9s,0.592,43.53,0.41858,8.01401,0.04,-0.74,99.27,0.42,0.69,0.00
Ah 8d 2c,6s,AcTs,0.716,43.52,0.18501,3.54232,0.09,-0.36,99.16,0.19,0.75,0.00
Ah 8d 2c,6s,AcJs,0.709,46.01,1.27905,23.1657,0.20,0.58,99.76,1.28,0.04,0.00
Ah 8d 2c,6s,6d6c,0.683,89.22,24.211,226.129,79.20,24.22,20.79,24.18,0.00,0.00
Ah 8d 2c,6s,6d5d,0.134,32.14,-0.00357,-0.09251,0.02,-0.66,0.54,-0.64,99.45,0.00
Ah 8d 2c,6s,7d7c,0.656,31.44,-0.00339,-0.0899,0.04,-2.33,0.15,-1.70,99.81,0.00
Ah 8d 2c,6s,7d6d,0.247,32.24,-0.00424,-0.10972,0.02,-1.14,0.62,-0.64,99.36,0.00
Ah 8d 2c,6s,9d9c,0.686,31.34,-0.00385,-0.1023,0.01,-1.85,0.28,-1.33,99.71,0.00
Ah 8d 2c,6s,TdTc,0.826,32.79,-0.00435,-0.11046,0.00,-1.40,0.35,-1.22,99.64,0.00
Ah 8d 2c,6s,Td9d,0.366,16.23,0.00036,0.01845,10.39,0.01,0.04,-0.46,89.56,0.00
Ah 8d 2c,6s,JdTc,0.022,17.49,-0.00272,-0.1294,0.07,-3.64,0.01,-3.64,99.93,0.00
Ah 8d 2c,6s,Jd9d,0.475,14.54,-0.00272,-0.15571,0.07,-3.70,0.01,-4.25,99.93,0.00
Ah 8d 2c,6s,JdTd,0.425,16.79,-0.00269,-0.13351,0.07,-3.56,0.01,-3.86,99.92,0.00
Ah 8d 2c,6s,JdTh,0.064,17.49,-0.00271,-0.12911,0.07,-3.64,0.01,-3.64,99.93,0.00
Ah 8d 2c,6s,JdTs,0.245,17.28,-0.00271,-0.13067,0.07,-3.65,0.01,-3.70,99.93,0.00
Ah 8d 2c,6s,QdTc,0.003,20.36,-0.00227,-0.09275,0.08,-2.33,0.01,-3.17,99.91,0.00
Ah 8d 2c,6s,QdJc,0.004,20.87,-0.00229,-0.09127,0.08,-2.35,0.01,-3.12,99.91,0.00
Ah 8d 2c,6s,Qd9d,0.124,18.89,-0.00239,-0.10557,0.08,-2.64,0.01,-3.61,99.91,0.00
Ah 8d 2c,6s,QdTd,0.402,19.47,-0.00234,-0.10022,0.08,-2.45,0.01,-3.40,99.91,0.00
Ah 8d 2c,6s,QdJd,0.526,20.60,-0.00183,-0.07395,0.09,-1.56,0.01,-3.13,99.89,0.00
Ah 8d 2c,6s,QdTh,0.003,20.34,-0.00226,-0.09258,0.08,-2.33,0.01,-3.17,99.91,0.00
Ah 8d 2c,6s,QdJh,0.004,20.62,-0.00228,-0.09195,0.08,-2.39,0.01,-3.14,99.91,0.00
Ah 8d 2c,6s,QdTs,0.003,20.10,-0.00228,-0.09441,0.08,-2.35,0.01,-3.23,99.91,0.00
Ah 8d 2c,6s,QdJs,0.012,21.07,-0.00224,-0.08842,0.09,-2.24,0.01,-3.02,99.90,0.00
Ah 8d 2c,6s,KdTc,0.002,23.76,-0.00263,-0.09223,0.07,-3.22,0.02,-2.71,99.92,0.00
Ah 8d 2c,6s,KdJc,0.003,23.96,-0.0027,-0.09377,0.06,-3.33,0.02,-2.69,99.91,0.00
Ah 8d 2c,6s,KdQc,0.004,25.39,-0.0027,-0.08857,0.06,-3.26,0.03,-2.37,99.91,0.00
Ah 8d 2c,6s,Kd2d,0.358,29.48,-0.00289,-0.08173,4.49,-0.06,0.16,-0.22,95.35,0.00
Ah 8d 2c,6s,Kd3d,0.223,22.87,-0.00257,-0.09346,0.08,-2.79,0.01,-2.72,99.91,0.00
Ah 8d 2c,6s,Kd4d,0.225,22.99,-0.00256,-0.09278,0.08,-2.78,0.01,-2.71,99.91,0.00
Ah 8d 2c,6s,Kd5d,0.295,23.05,-0.00251,-0.09076,0.09,-2.58,0.01,-2.75,99.90,0.00
Ah 8d 2c,6s,Kd6d,0.002,33.90,-0.00326,-0.08026,0.03,-0.97,1.02,-0.29,98.95,0.00
Ah 8d 2c,6s,Kd7d,0.003,23.59,-0.00266,-0.09387,0.08,-3.01,0.01,-2.81,99.91,0.00
Ah 8d 2c,6s,Kd9d,0.427,22.45,-0.00265,-0.09851,0.07,-3.38,0.01,-3.13,99.92,0.00
Ah 8d 2c,6s,KdTd,0.852,22.89,-0.00263,-0.09574,0.07,-3.20,0.02,-2.95,99.92,0.00
Ah 8d 2c,6s,KdJd,0.969,23.59,-0.00263,-0.09278,0.06,-3.13,0.02,-2.72,99.91,0.00
Ah 8d 2c,6s,KdQd,0.979,25.19,-0.00229,-0.07576,0.07,-2.09,0.03,-2.29,99.89,0.00
Ah 8d 2c,6s,KdTh,0.002,23.74,-0.00263,-0.09217,0.07,-3.22,0.02,-2.72,99.92,0.00
Ah 8d 2c,6s,KdJh,0.003,23.70,-0.00268,-0.09428,0.06,-3.40,0.02,-2.71,99.92,0.00
Ah 8d 2c,6s,KdQh,0.004,25.32,-0.00269,-0.08838,0.06,-3.26,0.03,-2.39,99.91,0.00
Ah 8d 2c,6s,KdTs,0.002,23.52,-0.00264,-0.09337,0.07,-3.23,0.02,-2.78,99.92,0.00
Ah 8d 2c,6s,KdJs,0.003,24.17,-0.00266,-0.09183,0.06,-3.24,0.02,-2.60,99.91,0.00
Ah 8d 2c,6s,KdQs,0.009,25.42,-0.00267,-0.08749,0.06,-3.12,0.03,-2.34,99.91,0.00
Ah 8d 2c,6s,Ad3c,0.906,43.87,0.01173,0.22284,0.08,-0.27,85.03,0.01,14.89,0.00
Ah 8d 2c,6s,Ad4c,0.903,43.93,0.0286,0.54253,0.08,-0.44,86.22,0.03,13.70,0.00
Ah 8d 2c,6s,Ad5c,0.864,43.58,0.0112,0.21424,0.09,-0.54,88.15,0.01,11.77,0.00
Ah 8d 2c,6s,Ad6c,0.893,69.44,11.9385,143.264,0.14,10.40,99.86,11.94,0.00,0.00
Ah 8d 2c,6s,Ad7c,0.830,43.27,0.05897,1.1356,0.03,-1.01,97.98,0.06,1.98,0.00
Ah 8d 2c,6s,Ad8c,0.416,81.62,18.4738,188.611,0.37,17.86,99.63,18.48,0.00,0.00
Ah 8d 2c,6s,Ad9c,0.608,43.38,0.37453,7.19453,0.05,-0.74,99.22,0.38,0.73,0.00
Ah 8d 2c,6s,AdTc,0.678,43.73,0.25591,4.87674,0.09,-0.29,99.28,0.26,0.63,0.00
Ah 8d 2c,6s,AdJc,0.695,45.83,1.2523,22.7702,0.21,0.59,99.76,1.25,0.04,0.00
Ah 8d 2c,6s,Ad2d,0.397,70.10,12.1779,144.766,0.39,12.15,99.61,12.18,0.00,0.00
Ah 8d 2c,6s,Ad3d,0.739,43.87,0.01075,0.20418,0.08,-0.27,84.12,0.01,15.80,0.00
Ah 8d 2c,6s,Ad4d,0.734,43.93,0.02805,0.53205,0.08,-0.43,84.87,0.03,15.05,0.00
Ah 8d 2c,6s,Ad5d,0.649,43.61,0.03094,0.59121,0.08,-0.29,79.24,0.04,20.67,0.00
Ah 8d 2c,6s,Ad6d,0.753,69.85,12.2006,145.565,0.16,10.90,99.84,12.20,0.00,0.00
Ah 8d 2c,6s,Ad7d,0.514,43.06,-0.00034,-0.00651,0.05,-0.93,96.60,0.00,3.35,0.00
Ah 8d 2c,6s,Ad9d,0.489,42.33,0.04554,0.8967,0.08,-0.76,90.03,0.05,9.89,0.00
Ah 8d 2c,6s,AdTd,0.691,42.94,0.00102,0.0197,0.13,-0.30,93.70,0.00,6.18,0.00
Ah 8d 2c,6s,Ad2h,0.656,70.12,12.1872,144.834,0.38,12.02,99.61,12.19,0.00,0.00
Ah 8d 2c,6s,Ad3h,0.912,43.88,0.0117,0.2221,0.08,-0.26,87.50,0.01,12.42,0.00
Ah 8d 2c,6s,Ad4h,0.906,43.92,0.02205,0.41833,0.08,-0.44,89.11,0.03,10.80,0.00
Ah 8d 2c,6s,Ad5h,0.852,43.64,0.01648,0.31464,0.08,-0.53,93.27,0.02,6.65,0.00
Ah 8d 2c,6s,Ad6h,0.881,69.37,11.8839,142.767,0.14,10.31,99.86,11.89,0.00,0.00
Ah 8d 2c,6s,Ad7h,0.804,43.20,0.03651,0.70429,0.04,-1.05,97.70,0.04,2.27,0.00
Ah 8d 2c,6s,Ad8h,0.350,81.66,18.4975,188.772,0.37,17.89,99.63,18.50,0.00,0.00
Ah 8d 2c,6s,Ad9h,0.542,43.40,0.38607,7.41338,0.04,-0.72,99.25,0.39,0.70,0.00
Ah 8d 2c,6s,AdTh,0.682,43.72,0.25269,4.81702,0.10,-0.29,99.26,0.25,0.65,0.00
Ah 8d 2c,6s,AdJh,0.672,45.47,1.05359,19.3112,0.22,0.43,99.74,1.06,0.04,0.00
Ah 8d 2c,6s,Ad2s,0.704,70.18,12.2275,145.193,0.35,11.96,99.65,12.23,0.00,0.00
Ah 8d 2c,6s,Ad3s,0.825,43.91,0.02272,0.43121,0.08,-0.25,96.37,0.02,3.55,0.00
Ah 8d 2c,6s,Ad4s,0.818,43.99,0.05131,0.9719,0.07,-0.42,97.40,0.05,2.53,0.00
Ah 8d 2c,6s,Ad5s,0.811,44.28,0.22656,4.26421,0.04,-0.29,98.59,0.23,1.37,0.00
Ah 8d 2c,6s,Ad7s,0.729,44.39,0.43863,8.23405,0.02,-0.66,99.23,0.44,0.75,0.00
Ah 8d 2c,6s,Ad8s,0.343,81.79,18.6524,190.032,0.67,18.47,99.33,18.65,0.00,0.00
Ah 8d 2c,6s,Ad9s,0.589,43.52,0.41626,7.97154,0.04,-0.69,99.26,0.42,0.69,0.00
Ah 8d 2c,6s,AdTs,0.725,43.51,0.18286,3.50205,0.09,-0.31,99.16,0.18,0.75,0.00
Ah 8d 2c,6s,AdJs,0.706,45.99,1.27268,23.0599,0.21,0.63,99.75,1.27,0.04,0.00
Ah 8d 2c,6s,6h6c,0.675,89.15,23.9409,223.793,38.11,23.95,61.89,23.94,0.00,0.00
Ah 8d 2c,6s,6h6d,0.730,89.19,24.1617,225.739,80.01,24.17,19.98,24.14,0.00,0.00
Ah 8d 2c,6s,6h5h,0.169,32.47,-0.00372,-0.09548,0.02,-0.63,0.64,-0.56,99.34,0.00
Ah 8d 2c,6s,7h7c,0.533,31.59,-0.00343,-0.09058,0.03,-2.48,0.15,-1.68,99.81,0.00
Ah 8d 2c,6s,7h7d,0.622,31.38,-0.0034,-0.09037,0.03,-2.36,0.15,-1.72,99.82,0.00
Ah 8d 2c,6s,7h6h,0.301,32.69,-0.00469,-0.11958,0.03,-1.27,0.80,-0.54,99.17,0.00
Ah 8d 2c,6s,8h8c,0.019,95.38,32.2032,281.345,95.18,32.21,4.82,32.00,0.00,0.00
Ah 8d 2c,6s,8h7h,0.464,38.11,-0.01211,-0.26471,40.99,0.00,8.47,-0.13,50.54,0.00
Ah 8d 2c,6s,9h9c,0.607,32.34,-0.00379,-0.09773,0.01,-1.86,0.34,-1.05,99.65,0.00
Ah 8d 2c,6s,9h9d,0.703,31.35,-0.00389,-0.10337,0.01,-1.82,0.28,-1.33,99.71,0.00
Ah 8d 2c,6s,9h8h,0.885,38.77,0.00894,0.19214,7.56,0.02,35.17,0.02,57.27,0.00
Ah 8d 2c,6s,ThTc,0.835,33.57,-0.00413,-0.10252,0.01,-1.45,0.41,-0.99,99.59,0.00
Ah 8d 2c,6s,ThTd,0.861,32.78,-0.00431,-0.10951,0.00,-1.40,0.35,-1.22,99.65,0.00
Ah 8d 2c,6s,Th8h,0.702,38.90,-0.00238,-0.05106,26.15,0.00,1.45,-0.13,72.40,0.00
Ah 8d 2c,6s,Th9h,0.327,17.04,0.00139,0.06812,15.95,0.01,0.07,-0.30,83.99,0.00
Ah 8d 2c,6s,JhTc,0.078,17.54,-0.00285,-0.13525,0.06,-4.05,0.01,-3.63,99.93,0.00
Ah 8d 2c,6s,JhTd,0.119,16.71,-0.00282,-0.14082,0.06,-4.00,0.01,-3.86,99.93,0.00
Ah 8d 2c,6s,Jh8h,0.745,38.52,-0.00873,-0.18891,4.57,-0.04,22.39,-0.03,73.04,0.00
Ah 8d 2c,6s,Jh9h,0.431,15.58,-0.00283,-0.15125,0.06,-4.06,0.01,-3.97,99.93,0.00
Ah 8d 2c,6s,JhTh,0.408,17.64,-0.00282,-0.1333,0.07,-3.99,0.01,-3.63,99.93,0.00
Ah 8d 2c,6s,JhTs,0.339,17.36,-0.00284,-0.13646,0.06,-4.05,0.01,-3.69,99.93,0.00
Ah 8d 2c,6s,QhTc,0.003,20.36,-0.00289,-0.11817,0.07,-3.93,0.01,-3.18,99.93,0.00
Ah 8d 2c,6s,QhJc,0.003,20.95,-0.00294,-0.11676,0.07,-4.03,0.01,-3.13,99.93,0.00
Ah 8d 2c,6s,QhTd,0.003,19.47,-0.00286,-0.12238,0.07,-3.89,0.01,-3.41,99.93,0.00
Ah 8d 2c,6s,QhJd,0.004,20.61,-0.00276,-0.11178,0.07,-3.62,0.01,-3.13,99.92,0.00
Ah 8d 2c,6s,Qh8h,0.832,39.49,-0.00241,-0.05087,3.39,-0.03,12.00,-0.01,84.61,0.00
Ah 8d 2c,6s,Qh9h,0.078,20.16,-0.00289,-0.11939,0.07,-4.00,0.01,-3.30,99.93,0.00
Ah 8d 2c,6s,QhTh,0.383,20.35,-0.00288,-0.11808,0.07,-3.93,0.01,-3.19,99.93,0.00
Ah 8d 2c,6s,QhJh,0.512,20.74,-0.00292,-0.11712,0.07,-4.05,0.01,-3.14,99.93,0.00
Ah 8d 2c,6s,QhTs,0.003,20.11,-0.00289,-0.11968,0.07,-3.95,0.01,-3.25,99.93,0.00
Ah 8d 2c,6s,QhJs,0.008,21.15,-0.00292,-0.11518,0.07,-3.95,0.01,-3.03,99.92,0.00
Ah 8d 2c,6s,KhTc,0.002,24.00,-0.00281,-0.09766,0.06,-3.83,0.02,-2.72,99.92,0.00
Ah 8d 2c,6s,KhJc,0.003,24.21,-0.00286,-0.09855,0.06,-3.93,0.02,-2.70,99.92,0.00
Ah 8d 2c,6s,KhQc,0.004,25.62,-0.00287,-0.09334,0.06,-3.86,0.03,-2.42,99.92,0.00
Ah 8d 2c,6s,KhTd,0.002,23.14,-0.0028,-0.10091,0.06,-3.81,0.02,-2.96,99.92,0.00
Ah 8d 2c,6s,KhJd,0.003,23.84,-0.00278,-0.09733,0.06,-3.71,0.02,-2.73,99.92,0.00
Ah 8d 2c,6s,KhQd,0.004,25.43,-0.00244,-0.07987,0.07,-2.49,0.03,-2.38,99.90,0.00
Ah 8d 2c,6s,Kh2h,0.361,29.73,-0.00414,-0.11614,5.05,-0.07,0.27,-0.28,94.68,0.00
Ah 8d 2c,6s,Kh3h,0.391,22.98,-0.0028,-0.10169,0.07,-3.44,0.01,-2.74,99.92,0.00
Ah 8d 2c,6s,Kh4h,0.325,23.09,-0.0028,-0.10106,0.07,-3.44,0.01,-2.73,99.92,0.00
Ah 8d 2c,6s,Kh5h,0.360,23.17,-0.00281,-0.10105,0.07,-3.51,0.01,-2.74,99.92,0.00
Ah 8d 2c,6s,Kh6h,0.009,34.29,-0.00366,-0.08896,0.03,-1.63,1.27,-0.25,98.69,0.00
Ah 8d 2c,6s,Kh7h,0.006,23.97,-0.00288,-0.09994,0.07,-3.79,0.01,-2.76,99.92,0.00
Ah 8d 2c,6s,Kh8h,0.631,38.96,-0.00577,-0.12344,1.92,-0.01,24.56,-0.02,73.52,0.00
Ah 8d 2c,6s,Kh9h,0.528,23.96,-0.00283,-0.09831,0.06,-3.92,0.01,-2.80,99.92,0.00
Ah 8d 2c,6s,KhTh,0.788,23.99,-0.00281,-0.09761,0.06,-3.83,0.02,-2.73,99.92,0.00
Ah 8d 2c,6s,KhJh,0.958,23.95,-0.00285,-0.09905,0.06,-4.00,0.02,-2.72,99.92,0.00
Ah 8d 2c,6s,KhQh,0.974,25.56,-0.00286,-0.0933,0.06,-3.87,0.03,-2.43,99.92,0.00
Ah 8d 2c,6s,KhTs,0.002,23.76,-0.00282,-0.09887,0.06,-3.86,0.02,-2.79,99.92,0.00
Ah 8d 2c,6s,KhJs,0.003,24.42,-0.00284,-0.09691,0.06,-3.85,0.02,-2.60,99.92,0.00
Ah 8d 2c,6s,KhQs,0.004,25.66,-0.00286,-0.09274,0.06,-3.73,0.03,-2.38,99.91,0.00
Ah 8d 2c,6s,7s7c,0.801,32.74,-0.00328,-0.08347,0.04,-2.15,0.18,-1.37,99.78,0.00
Ah 8d 2c,6s,7s7d,0.817,32.53,-0.00325,-0.08321,0.04,-2.02,0.18,-1.41,99.79,0.00
Ah 8d 2c,6s,7s7h,0.798,32.68,-0.00329,-0.08399,0.04,-2.17,0.18,-1.39,99.78,0.00
Ah 8d 2c,6s,8s8c,0.016,95.44,32.7307,285.787,98.64,32.74,1.36,32.33,0.00,0.00
Ah 8d 2c,6s,8s8h,0.016,95.44,32.6933,285.46,98.55,32.70,1.45,32.31,0.00,0.00
Ah 8d 2c,6s,8s7s,0.498,38.85,0.06396,1.37203,43.66,0.08,46.74,0.06,9.60,0.00
Ah 8d 2c,6s,9s9c,0.710,32.47,-0.00374,-0.09603,0.01,-1.84,0.35,-1.02,99.64,0.00
Ah 8d 2c,6s,9s9d,0.748,31.48,-0.00385,-0.10187,0.01,-1.80,0.29,-1.29,99.71,0.00
Ah 8d 2c,6s,9s9h,0.712,32.48,-0.00379,-0.09728,0.01,-1.81,0.36,-1.01,99.63,0.00
Ah 8d 2c,6s,9s8s,0.951,38.52,-0.00203,-0.0439,4.32,-0.04,9.97,0.00,85.70,0.00
